,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Greenwood, SC Micro Area",69351.0,4749.0,64602.0,62451.0,2151.0,2151.0,41595.15,21296.817,800.067,340.067,510.733,59.167,64602.001
"Grenada, MS Micro Area",21629.0,310.0,21319.0,20751.0,568.0,568.0,11512.167,9482.833,104.833,69.0,145.333,4.833,21318.999
"Guayama, PR Metro Area",68442.0,67957.0,485.0,431.0,54.0,54.0,300.5,67.333,29.667,75.167,8.833,3.5,485.0
"Gulfport-Biloxi, MS Metro Area",416259.0,26388.0,389871.0,370164.0,19707.0,19707.0,278032.25,91323.917,11406.217,3073.883,5436.0,598.733,389871.0
"Guymon, OK Micro Area",21384.0,10823.0,10561.0,9916.0,645.0,645.0,8556.583,1036.417,480.917,120.167,355.833,11.083,10561.0
"Hagerstown-Martinsburg, MD-WV Metro Area",293844.0,17418.0,276426.0,260724.0,15702.0,15702.0,235002.267,29945.183,5577.933,2479.567,3198.733,222.317,276426.0
"Hailey, ID Micro Area",25349.0,5080.0,20269.0,19398.0,871.0,871.0,19377.917,84.2,297.867,286.783,187.867,34.367,20269.001
"Hammond, LA Metro Area",133157.0,7242.0,125915.0,121345.0,4570.0,4570.0,81895.433,40569.35,1160.6,831.017,1388.35,70.25,125915.0
"Hanford-Corcoran, CA Metro Area",152486.0,86607.0,65879.0,60906.0,4973.0,4973.0,46448.283,9007.867,6391.867,1093.95,2374.617,562.417,65879.001
"Hannibal, MO Micro Area",38880.0,612.0,38268.0,36552.0,1716.0,1716.0,35463.95,1748.283,246.117,290.75,476.2,42.7,38268.0
"Harrisburg-Carlisle, PA Metro Area",591712.0,44138.0,547574.0,524081.0,23493.0,23493.0,440736.017,64408.35,33314.517,4830.833,3862.933,421.35,547574.0
"Harrison, AR Micro Area",44598.0,1055.0,43543.0,41230.0,2313.0,2313.0,41539.567,180.583,327.983,305.567,1150.15,39.15,43543.0
"Harrisonburg, VA Metro Area",135571.0,19138.0,116433.0,112123.0,4310.0,4310.0,104835.0,6442.583,3555.417,731.083,792.25,76.667,116433.0
"Hartford-East Hartford-Middletown, CT Metro Area",1213531.0,187902.0,1025629.0,981855.0,43774.0,43774.0,794282.083,139300.867,71229.117,13402.883,6773.083,640.967,1025629.0
"Hastings, NE Micro Area",31205.0,3659.0,27546.0,26636.0,910.0,910.0,26221.5,354.917,478.833,162.083,305.833,22.833,27545.999
"Hattiesburg, MS Metro Area",172231.0,6192.0,166039.0,160822.0,5217.0,5217.0,109250.017,51960.1,2329.017,975.033,1380.267,144.567,166039.001
"Hays, KS Micro Area",28934.0,2016.0,26918.0,25839.0,1079.0,1079.0,25577.0,467.833,381.167,180.667,250.0,61.333,26918.0
"Heber, UT Micro Area",77145.0,9783.0,67362.0,65087.0,2275.0,2275.0,64357.517,452.6,1392.5,575.517,425.1,158.767,67362.001
"Helena, MT Micro Area",83058.0,2890.0,80168.0,75638.0,4530.0,4530.0,75197.467,491.883,885.467,902.717,2584.217,106.25,80168.001
"Helena-West Helena, AR Micro Area",16568.0,264.0,16304.0,15971.0,333.0,333.0,5680.783,10398.033,70.283,48.083,100.533,6.283,16303.998
"Henderson, NC Micro Area",42578.0,3717.0,38861.0,37818.0,1043.0,1043.0,16669.583,21401.817,353.983,159.233,259.9,16.483,38860.999
"Hereford, TX Micro Area",18583.0,13925.0,4658.0,4471.0,187.0,187.0,4323.583,130.583,50.083,60.833,91.833,1.083,4657.998
"Hermiston-Pendleton, OR Micro Area",92261.0,27610.0,64651.0,60883.0,3768.0,3768.0,58133.9,907.817,954.817,741.317,3694.733,218.417,64651.001
"Hickory-Lenoir-Morganton, NC Metro Area",365276.0,31320.0,333956.0,319883.0,14073.0,14073.0,290168.733,25639.983,11697.983,2077.917,4111.817,259.567,333956.0
"Hillsdale, MI Micro Area",45746.0,1172.0,44574.0,42803.0,1771.0,1771.0,43012.333,322.333,261.5,350.833,607.5,19.5,44573.999
"Hilo, HI Micro Area",200629.0,22275.0,178354.0,132032.0,46322.0,46322.0,79188.3,1957.483,53008.383,1705.633,2642.55,39851.65,178353.999
"Hilton Head Island-Bluffton, SC Metro Area",215908.0,28490.0,187418.0,180770.0,6648.0,6648.0,142764.167,38316.25,3132.0,1409.25,1563.5,232.833,187418.0
"Hinesville, GA Metro Area",81424.0,9765.0,71659.0,66829.0,4830.0,4830.0,34732.183,32684.267,1920.017,733.5,928.517,660.517,71659.001
"Hobbs, NM Micro Area",74455.0,45193.0,29262.0,27700.0,1562.0,1562.0,24506.333,2682.167,715.0,466.167,851.0,41.333,29262.0
"Holland, MI Micro Area",120502.0,9389.0,111113.0,106387.0,4726.0,4726.0,105373.6,1979.517,1122.767,1039.933,1549.35,47.833,111113.0
"Homosassa Springs, FL Metro Area",153843.0,9241.0,144602.0,138806.0,5796.0,5796.0,134238.983,4534.233,2747.067,1251.067,1729.083,101.567,144602.0
"Hood River, OR Micro Area",23977.0,7148.0,16829.0,15664.0,1165.0,1165.0,15494.05,108.1,538.05,283.717,342.383,62.7,16829.0
"Hope, AR Micro Area",28375.0,3307.0,25068.0,24092.0,976.0,976.0,16147.333,8279.667,163.0,122.5,343.667,11.833,25068.0
"Hot Springs, AR Metro Area",100180.0,7047.0,93133.0,87224.0,5909.0,5909.0,80019.367,8879.7,1192.0,781.95,2149.867,110.117,93133.001
"Houghton, MI Micro Area",39407.0,696.0,38711.0,37278.0,1433.0,1433.0,36496.917,391.667,958.667,335.25,491.167,37.333,38711.001
"Houma-Thibodaux, LA Metro Area",207137.0,13030.0,194107.0,185932.0,8175.0,8175.0,143114.35,36988.15,2377.017,944.1,10572.767,110.617,194107.001
"Houston-The Woodlands-Sugar Land, TX Metro Area",7122240.0,2669503.0,4452737.0,4249597.0,203140.0,203140.0,2486944.05,1242947.15,615059.983,55716.6,44592.0,7477.217,4452737.0
"Hudson, NY Micro Area",61570.0,3542.0,58028.0,55073.0,2955.0,2955.0,52174.75,2853.833,1597.917,804.5,554.333,42.667,58028.0
"Huntingdon, PA Micro Area",44092.0,852.0,43240.0,42055.0,1185.0,1185.0,39993.333,2425.083,255.75,261.917,288.583,15.333,43239.999
"Huntington, IN Micro Area",36662.0,1050.0,35612.0,34488.0,1124.0,1124.0,34421.25,317.167,216.083,204.25,439.167,14.083,35612.0
"Huntington-Ashland, WV-KY-OH Metro Area",359862.0,4595.0,355267.0,342636.0,12631.0,12631.0,335990.583,10325.983,3281.483,1778.567,3753.817,136.567,355267.0
"Huntsville, AL Metro Area",491723.0,32184.0,459539.0,434612.0,24927.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,459539.0
"Huntsville, TX Micro Area",76400.0,16578.0,59822.0,57939.0,1883.0,1883.0,40699.167,16682.5,1206.167,473.667,695.0,65.5,59822.001
"Huron, SD Micro Area",20812.0,2815.0,17997.0,17466.0,531.0,531.0,15161.083,222.25,2102.25,71.5,371.25,68.667,17997.0
"Hutchinson, KS Micro Area",61898.0,6096.0,55802.0,53004.0,2798.0,2798.0,51671.667,2153.25,460.0,398.833,1053.0,65.25,55802.0
"Hutchinson, MN Micro Area",36771.0,2555.0,34216.0,33208.0,1008.0,1008.0,33043.083,321.25,310.5,223.583,282.25,35.333,34215.999
"Idaho Falls, ID Metro Area",157429.0,20484.0,136945.0,132389.0,4556.0,4556.0,130906.033,1001.95,2036.617,980.2,1696.7,323.5,136945.0
"Indiana, PA Micro Area",83246.0,1476.0,81770.0,79214.0,2556.0,2556.0,76955.317,2712.317,945.817,544.867,589.317,22.367,81770.002
"Indianapolis-Carmel-Anderson, IN Metro Area",2111040.0,177787.0,1933253.0,1847557.0,85696.0,85696.0,1478235.05,330266.45,88671.367,16890.85,17614.783,1574.5,1933253.0
"Indianola, MS Micro Area",25971.0,661.0,25310.0,24946.0,364.0,364.0,6870.5,18199.5,95.333,64.333,71.167,9.167,25310.0
"Iowa City, IA Metro Area",175419.0,11810.0,163609.0,156809.0,6800.0,6800.0,137645.25,13839.083,9551.917,1471.917,990.417,110.417,163609.001
"Iron Mountain, MI-WI Micro Area",30505.0,506.0,29999.0,28925.0,1074.0,1074.0,29012.867,136.867,207.7,207.667,421.533,12.367,29999.001
"Ithaca, NY Metro Area",105740.0,7077.0,98663.0,92403.0,6260.0,6260.0,79670.617,5126.1,11355.367,1415.8,1009.533,85.583,98663.0
"Jackson, MI Metro Area",160366.0,6184.0,154182.0,145975.0,8207.0,8207.0,135004.833,14011.8,1811.55,1252.467,2039.8,61.55,154182.0
"Jackson, MS Metro Area",591978.0,16433.0,575545.0,561885.0,13660.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,575545.0
"Jackson, OH Micro Area",32653.0,306.0,32347.0,31233.0,1114.0,1114.0,31371.75,272.917,129.917,154.167,408.417,9.833,32347.001
"Jackson, TN Metro Area",180504.0,8187.0,172317.0,166337.0,5980.0,5980.0,118446.15,49501.9,1799.817,1025.733,1478.4,65.0,172317.0
"Jackson, WY-ID Micro Area",34961.0,5315.0,29646.0,28550.0,1096.0,1096.0,28418.5,101.667,515.833,358.333,230.5,21.167,29646.0
"Jacksonville, FL Metro Area",1605848.0,163852.0,1441996.0,1368096.0,73900.0,73900.0,986011.75,346490.917,75205.45,16769.15,14807.75,2710.983,1441996.0
"Jacksonville, IL Micro Area",37864.0,886.0,36978.0,35640.0,1338.0,1338.0,33862.583,2243.833,320.917,222.75,298.25,29.667,36978.0
"Jacksonville, NC Metro Area",204576.0,27641.0,176935.0,163890.0,13045.0,13045.0,135074.067,29392.733,6048.617,2067.367,3215.317,1136.9,176935.001
"Jacksonville, TX Micro Area",50412.0,11797.0,38615.0,36986.0,1629.0,1629.0,30870.683,6629.517,317.933,245.917,526.433,24.517,38615.0
"Jamestown, ND Micro Area",21593.0,593.0,21000.0,20409.0,591.0,591.0,19792.267,514.267,171.933,71.833,436.6,13.1,21000.0
"Jamestown-Dunkirk-Fredonia, NY Micro Area",127657.0,11769.0,115888.0,110659.0,5229.0,5229.0,108576.367,3676.033,989.617,1108.25,1463.117,74.617,115888.001
"Janesville-Beloit, WI Metro Area",163687.0,15800.0,147887.0,140837.0,7050.0,7050.0,133165.083,9444.167,2465.917,1231.833,1475.583,104.417,147887.0
"Jasper, AL Micro Area",65342.0,2152.0,63190.0,60891.0,2299.0,2299.0,57505.65,4198.917,336.067,301.15,835.817,12.4,63190.001
"Jasper, IN Micro Area",55887.0,4326.0,51561.0,50485.0,1076.0,1076.0,50318.0,330.333,318.917,241.25,330.0,22.5,51561.0
"Jayuya, PR Micro Area",14779.0,14703.0,76.0,75.0,1.0,1.0,55.0,9.0,3.0,8.5,0.0,0.5,76.0
"Jefferson, GA Micro Area",75907.0,6712.0,69195.0,66395.0,2800.0,2800.0,60394.067,5525.317,1950.567,488.117,791.317,45.617,69195.002
"Jefferson City, MO Metro Area",150309.0,4615.0,145694.0,138825.0,6869.0,6869.0,129586.583,11323.567,1573.617,1103.567,1932.067,174.6,145694.001
"Jennings, LA Micro Area",32250.0,734.0,31516.0,30354.0,1162.0,1162.0,25364.05,5445.883,149.217,209.983,327.467,19.4,31516.0
"Jesup, GA Micro Area",30144.0,1732.0,28412.0,27542.0,870.0,870.0,21687.667,6051.75,222.75,192.833,245.417,11.583,28412.0
"Johnson City, TN Metro Area",207285.0,8424.0,198861.0,190351.0,8510.0,8510.0,184638.983,7389.567,2673.9,1364.75,2682.067,111.733,198861.0
"Johnstown, PA Metro Area",133472.0,2465.0,131007.0,126260.0,4747.0,4747.0,121610.483,6591.65,921.65,937.567,877.983,67.667,131007.0
"Jonesboro, AR Metro Area",134196.0,7556.0,126640.0,120888.0,5752.0,5752.0,100990.917,21195.333,1980.083,757.167,1618.5,98.0,126640.0
"Joplin, MO Metro Area",181409.0,14984.0,166425.0,154012.0,12413.0,12413.0,149955.767,3854.267,2738.017,1415.733,7098.683,1362.533,166425.0
"Juneau, AK Micro Area",32255.0,2077.0,30178.0,26136.0,4042.0,4042.0,21399.533,503.5,2584.567,370.45,4756.183,563.767,30178.0
"Kahului-Wailuku-Lahaina, HI Metro Area",164754.0,16914.0,147840.0,116408.0,31432.0,31432.0,61660.567,1600.933,53460.267,1412.3,1685.183,28020.75,147840.0
"Kalamazoo-Portage, MI Metro Area",261670.0,14776.0,246894.0,232340.0,14554.0,14554.0,200174.417,32797.667,8038.0,2665.0,3069.75,149.167,246894.001
"Kalispell, MT Micro Area",104357.0,3329.0,101028.0,95855.0,5173.0,5173.0,95942.417,467.417,1099.333,1111.917,2250.0,156.917,101028.001
"Kankakee, IL Metro Area",107502.0,12520.0,94982.0,90635.0,4347.0,4347.0,75616.0,16300.333,1275.0,863.167,887.75,39.75,94982.0
"Kansas City, MO-KS Metro Area",2192035.0,229233.0,1962802.0,1846992.0,115810.0,115810.0,1554250.567,276524.4,75975.9,18998.533,31124.917,5927.683,1962802.0
"Kapaa, HI Micro Area",73298.0,7394.0,65904.0,50314.0,15590.0,15590.0,27120.283,576.383,25781.117,510.317,753.867,11162.033,65904.0
"Kearney, NE Micro Area",56772.0,5447.0,51325.0,49750.0,1575.0,1575.0,48936.667,756.2,774.7,304.033,499.367,54.033,51325.0
"Keene, NH Micro Area",76458.0,1802.0,74656.0,71476.0,3180.0,3180.0,70798.317,866.067,1302.067,747.083,857.067,85.4,74656.001
"Kendallville, IN Micro Area",47457.0,5250.0,42207.0,40851.0,1356.0,1356.0,40896.083,316.083,329.917,254.5,394.833,15.583,42206.999
"Kennett, MO Micro Area",28283.0,2042.0,26241.0,25022.0,1219.0,1219.0,22203.0,3436.167,89.667,164.667,329.833,17.667,26241.001
"Kennewick-Richland, WA Metro Area",303622.0,101784.0,201838.0,188953.0,12885.0,12885.0,178997.567,5339.483,9642.567,2740.667,3998.567,1119.15,201838.001
"Kerrville, TX Micro Area",52598.0,13598.0,39000.0,37439.0,1561.0,1561.0,36548.167,792.75,661.333,402.583,533.583,61.583,38999.999
"Ketchikan, AK Micro Area",13948.0,650.0,13298.0,11822.0,1476.0,1476.0,8891.467,159.6,1253.467,169.3,2766.133,58.033,13298.0
"Key West, FL Micro Area",82874.0,19432.0,63442.0,61022.0,2420.0,2420.0,55863.1,4796.683,1372.683,741.083,565.35,103.1,63441.999
"Kill Devil Hills, NC Micro Area",36915.0,2554.0,34361.0,33108.0,1253.0,1253.0,32530.533,826.367,353.033,262.333,364.7,24.033,34360.999
"Killeen-Temple, TX Metro Area",475367.0,114128.0,361239.0,333396.0,27843.0,27843.0,229697.75,99468.833,16141.5,4458.867,5954.383,5517.667,361239.0
"Kingsport-Bristol, TN-VA Metro Area",307614.0,6038.0,301576.0,290842.0,10734.0,10734.0,286869.6,7020.433,2443.35,1594.3,3519.683,128.633,301575.999
"Kingston, NY Metro Area",181851.0,21119.0,160732.0,152194.0,8538.0,8538.0,140673.883,11643.133,4394.133,2410.033,1504.3,106.517,160731.999
"Kingsville, TX Micro Area",31390.0,22181.0,9209.0,8771.0,438.0,438.0,7009.7,1038.867,825.783,161.167,167.533,5.95,9209.0
"Kinston, NC Micro Area",55122.0,4365.0,50757.0,49239.0,1518.0,1518.0,27214.283,22432.867,414.783,211.583,442.783,40.7,50756.999
"Kirksville, MO Micro Area",29346.0,708.0,28638.0,27534.0,1104.0,1104.0,25966.833,1404.25,804.25,148.583,291.75,22.333,28637.999
"Klamath Falls, OR Micro Area",69413.0,8772.0,60641.0,56163.0,4478.0,4478.0,54048.233,731.067,1069.817,869.117,3716.317,206.45,60641.001
"Knoxville, TN Metro Area",879773.0,44667.0,835106.0,796911.0,38195.0,38195.0,745220.333,54625.417,17399.467,5991.05,11179.983,689.75,835106.0
"Kokomo, IN Metro Area",83658.0,3060.0,80598.0,76447.0,4151.0,4151.0,70445.367,7312.867,1222.117,584.117,983.667,49.867,80598.002
"Laconia, NH Micro Area",63705.0,1261.0,62444.0,59941.0,2503.0,2503.0,59926.75,474.667,740.833,521.0,749.083,31.667,62444.0
"La Crosse-Onalaska, WI-MN Metro Area",139627.0,3294.0,136333.0,131782.0,4551.0,4551.0,125290.6,2775.933,6114.767,915.533,1170.233,65.933,136332.999
"Lafayette, LA Metro Area",478384.0,25496.0,452888.0,438729.0,14159.0,14159.0,316291.983,120017.7,9904.15,2912.817,3553.317,208.033,452888.0
"Lafayette-West Lafayette, IN Metro Area",223716.0,20292.0,203424.0,192291.0,11133.0,11133.0,170004.9,12538.983,15963.65,1738.5,1700.317,1477.65,203424.0
"La Grande, OR Micro Area",26196.0,1347.0,24849.0,23272.0,1577.0,1577.0,22824.783,225.117,305.117,348.667,610.45,534.867,24849.001
"LaGrange, GA-AL Micro Area",104198.0,4193.0,100005.0,96905.0,3100.0,3100.0,58106.583,38337.25,2129.833,569.333,785.333,76.667,100004.999
"Lake Charles, LA Metro Area",222402.0,11581.0,210821.0,202919.0,7902.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,210821.001
"Lake City, FL Micro Area",69698.0,5063.0,64635.0,61962.0,2673.0,2673.0,50342.75,11924.833,976.25,531.217,817.083,42.867,64635.0
"Lake Havasu City-Kingman, AZ Metro Area",213267.0,34126.0,179141.0,169936.0,9205.0,9205.0,164529.183,2684.017,3326.933,1874.017,6130.517,596.333,179141.0
"Lakeland-Winter Haven, FL Metro Area",725046.0,187695.0,537351.0,512359.0,24992.0,24992.0,403689.983,105534.65,14918.067,6630.033,5999.567,578.7,537351.0
"Lamesa, TX Micro Area",12456.0,6767.0,5689.0,5537.0,152.0,152.0,4657.017,869.683,62.85,40.333,53.35,5.767,5689.0
"Lancaster, PA Metro Area",552984.0,61171.0,491813.0,476642.0,15171.0,15171.0,447752.733,22387.6,15350.633,3490.817,2582.567,248.65,491813.0
"Lansing-East Lansing, MI Metro Area",541297.0,36913.0,504384.0,477907.0,26477.0,26477.0,421321.683,48937.35,22932.85,4779.833,6050.85,361.433,504383.999
"Laramie, WY Micro Area",37066.0,3910.0,33156.0,31496.0,1660.0,1660.0,30387.5,506.583,1228.0,395.5,585.167,53.25,33156.0
"Laredo, TX Metro Area",267114.0,254354.0,12760.0,12201.0,559.0,559.0,9743.917,835.783,1350.867,582.117,206.283,41.033,12760.0
"Las Cruces, NM Metro Area",219561.0,147672.0,71889.0,67796.0,4093.0,4093.0,61599.4,3631.733,2923.617,1297.9,2233.983,202.367,71889.0
"Las Vegas, NM Micro Area",31390.0,23791.0,7599.0,7075.0,524.0,524.0,6451.917,311.783,178.117,249.367,388.867,18.95,7599.001
"Las Vegas-Henderson-Paradise, NV Metro Area",2265461.0,701416.0,1564045.0,1440030.0,124015.0,124015.0,941888.883,296234.1,257287.717,21431.667,20192.7,27009.933,1564045.0
"Laurel, MS Micro Area",83613.0,4308.0,79305.0,77539.0,1766.0,1766.0,50008.9,27864.567,366.567,299.4,732.167,33.4,79305.001
"Laurinburg, NC Micro Area",34174.0,1106.0,33068.0,31512.0,1556.0,1556.0,14886.617,13389.283,378.867,161.417,4226.117,25.7,33068.001
"Lawrence, KS Metro Area",118785.0,8295.0,110490.0,103228.0,7262.0,7262.0,93674.833,6255.333,5347.833,1007.5,4066.333,138.167,110489.999
"Lawrenceburg, TN Micro Area",44159.0,1117.0,43042.0,41442.0,1600.0,1600.0,41145.15,897.4,220.9,226.083,539.733,12.733,43041.999
"Lawton, OK Metro Area",126652.0,17006.0,109646.0,98733.0,10913.0,10913.0,73236.817,20985.4,3997.567,1021.117,9374.233,1030.867,109646.001
"Lebanon, MO Micro Area",36039.0,955.0,35084.0,33219.0,1865.0,1865.0,33393.983,399.15,257.733,262.917,733.483,36.733,35083.999
"Lebanon, NH-VT Micro Area",221211.0,5108.0,216103.0,205977.0,10126.0,10126.0,203812.75,2208.7,4717.65,2376.433,2863.317,124.15,216103.0
"Lebanon, PA Metro Area",143257.0,20348.0,122909.0,119369.0,3540.0,3540.0,115685.267,3096.1,2484.183,874.217,692.933,76.3,122909.0
"Levelland, TX Micro Area",21537.0,10624.0,10913.0,10511.0,402.0,402.0,9946.167,615.167,59.167,94.833,189.167,8.5,10913.001
"Lewisburg, PA Micro Area",42681.0,2000.0,40681.0,39525.0,1156.0,1156.0,36612.333,2588.733,949.233,241.233,272.4,17.067,40680.999
"Lewisburg, TN Micro Area",34318.0,2235.0,32083.0,30618.0,1465.0,1465.0,28969.367,2277.2,179.533,226.033,416.0,14.867,32083.0
"Lewiston, ID-WA Metro Area",64375.0,2545.0,61830.0,58614.0,3216.0,3216.0,56435.2,475.7,766.2,597.583,3413.867,141.45,61830.0
"Lewiston-Auburn, ME Metro Area",111139.0,2222.0,108917.0,104014.0,4903.0,4903.0,98229.25,7049.583,1192.25,916.833,1445.75,83.333,108916.999
"Lewistown, PA Micro Area",46143.0,979.0,45164.0,43982.0,1182.0,1182.0,43918.833,499.0,234.0,215.667,289.833,6.667,45164.0
"Lexington, NE Micro Area",26004.0,8738.0,17266.0,16816.0,450.0,450.0,15485.667,1235.333,223.833,119.167,148.667,53.333,17266.0
"Lexington-Fayette, KY Metro Area",516811.0,40213.0,476598.0,454454.0,22144.0,22144.0,389931.6,61190.083,16872.417,3845.35,4377.883,380.667,476598.0
"Liberal, KS Micro Area",21964.0,14406.0,7558.0,7165.0,393.0,393.0,6108.25,669.417,554.0,61.167,154.75,10.417,7558.001
"Lima, OH Metro Area",102206.0,3272.0,98934.0,93817.0,5117.0,5117.0,82082.0,13843.25,1027.083,935.75,984.25,61.667,98934.0
"Lincoln, IL Micro Area",27987.0,818.0,27169.0,26249.0,920.0,920.0,24897.7,1639.867,224.533,144.867,248.167,13.867,27169.001
"Lincoln, NE Metro Area",340217.0,26340.0,313877.0,299169.0,14708.0,14708.0,275250.8,16183.717,15635.383,2651.583,3834.467,321.05,313877.0
"Little Rock-North Little Rock-Conway, AR Metro Area",748031.0,52786.0,695245.0,659949.0,35296.0,35296.0,485210.183,177429.1,15936.483,5195.3,10842.35,631.583,695244.999
"Lock Haven, PA Micro Area",37450.0,662.0,36788.0,35688.0,1100.0,1100.0,35457.383,527.05,280.383,202.667,300.883,19.633,36787.999
"Logan, UT-ID Metro Area",147348.0,16099.0,131249.0,127279.0,3970.0,3970.0,123974.633,1375.8,2888.717,851.25,1276.633,881.967,131249.0
"Logansport, IN Micro Area",37870.0,6675.0,31195.0,30070.0,1125.0,1125.0,29279.75,712.417,648.25,193.333,341.0,20.25,31195.0
"London, KY Micro Area",149863.0,2398.0,147465.0,143146.0,4319.0,4319.0,141883.017,2535.983,836.267,506.1,1642.117,61.517,147465.001
"Longview, TX Metro Area",286184.0,47444.0,238740.0,227626.0,11114.0,11114.0,178599.283,51439.95,2911.5,1850.2,3754.783,184.283,238739.999
"Longview, WA Metro Area",110730.0,10802.0,99928.0,93071.0,6857.0,6857.0,91348.95,1176.783,2226.617,1238.583,3124.95,812.117,99928.0
"Los Alamos, NM Micro Area",19419.0,3435.0,15984.0,15095.0,889.0,889.0,13873.75,207.917,1362.333,265.25,251.0,23.75,15984.0
"Los Angeles-Long Beach-Anaheim, CA Metro Area",13200998.0,5891597.0,7309401.0,6871106.0,438295.0,438295.0,3945212.05,866953.233,2281539.6,113669.033,58900.067,43127.017,7309401.0
"Louisville/Jefferson County, KY-IN Metro Area",1285439.0,82964.0,1202475.0,1146373.0,56102.0,56102.0,944434.783,198797.7,35766.35,9720.55,12471.783,1283.833,1202474.999
"Lubbock, TX Metro Area",321368.0,114351.0,207017.0,198056.0,8961.0,8961.0,164231.817,27103.483,10203.4,1770.65,3427.317,280.333,207017.0
"Ludington, MI Micro Area",29052.0,1290.0,27762.0,26573.0,1189.0,1189.0,26523.45,265.783,204.617,252.033,494.617,21.5,27762.0
"Lufkin, TX Micro Area",86395.0,19732.0,66663.0,64159.0,2504.0,2504.0,51154.833,13283.25,987.167,405.0,792.833,39.917,66663.0
"Lumberton, NC Micro Area",116530.0,11757.0,104773.0,100284.0,4489.0,4489.0,30662.2,27229.367,1020.117,543.583,45211.033,106.7,104773.0
"Lynchburg, VA Metro Area",261593.0,8932.0,252661.0,241808.0,10853.0,10853.0,198724.783,44496.117,4166.817,2198.733,2896.533,178.017,252661.0
"Macomb, IL Micro Area",27238.0,962.0,26276.0,25246.0,1030.0,1030.0,23551.0,1655.833,613.333,157.333,277.333,21.167,26275.999
"Macon-Bibb County, GA Metro Area",233802.0,8466.0,225336.0,218542.0,6794.0,6794.0,112994.717,105133.55,4110.05,1295.667,1687.467,114.55,225336.001
"Madera, CA Metro Area",156255.0,93178.0,63077.0,58694.0,4383.0,4383.0,50398.0,4461.5,4049.5,1178.833,2732.083,257.083,63076.999
"Madison, IN Micro Area",33147.0,1111.0,32036.0,31018.0,1018.0,1018.0,30512.5,665.833,329.167,204.333,301.75,22.417,32036.0
"Madison, WI Metro Area",680796.0,46048.0,634748.0,607371.0,27377.0,27377.0,548825.15,35343.733,39913.7,5406.733,4749.483,509.2,634747.999
"Madisonville, KY Micro Area",45423.0,1126.0,44297.0,42404.0,1893.0,1893.0,39968.45,3316.617,290.867,215.333,456.033,49.7,44297.0
"Magnolia, AR Micro Area",22801.0,773.0,22028.0,21375.0,653.0,653.0,13529.95,7962.95,188.033,117.25,225.617,4.2,22028.0
"Malone, NY Micro Area",47555.0,1387.0,46168.0,44629.0,1539.0,1539.0,39295.1,1778.267,258.933,272.833,4551.35,11.517,46168.0
"Malvern, AR Micro Area",33040.0,1265.0,31775.0,30036.0,1739.0,1739.0,27048.583,3712.167,162.417,205.25,619.083,27.5,31775.0
"Manchester-Nashua, NH Metro Area",422937.0,33498.0,389439.0,372234.0,17205.0,17205.0,350802.483,11845.317,18197.917,5045.483,3291.4,256.4,389439.0
"Manhattan, KS Metro Area",134046.0,14675.0,119371.0,111619.0,7752.0,7752.0,97310.0,12494.917,5641.917,1159.5,1875.0,889.667,119371.001
"Manitowoc, WI Micro Area",81359.0,4050.0,77309.0,74823.0,2486.0,2486.0,72143.833,1277.5,2456.5,519.667,871.167,40.333,77309.0
"Mankato, MN Metro Area",103566.0,5021.0,98545.0,95147.0,3398.0,3398.0,88126.15,6086.15,2752.483,687.5,817.983,74.733,98544.999
"Mansfield, OH Metro Area",124936.0,2615.0,122321.0,116961.0,5360.0,5360.0,106758.983,12320.4,986.567,933.233,1231.233,90.583,122320.999
"Marietta, OH Micro Area",59771.0,717.0,59054.0,56852.0,2202.0,2202.0,56701.417,922.083,403.167,362.25,638.333,26.75,59054.0
"Marinette, WI-MI Micro Area",65374.0,1565.0,63809.0,61715.0,2094.0,2094.0,61090.8,429.8,393.883,419.333,1451.217,23.967,63809.0
"Marion, IN Micro Area",66674.0,3412.0,63262.0,60009.0,3253.0,3253.0,56051.083,5324.583,618.917,477.583,755.75,34.083,63261.999
"Marion, NC Micro Area",44578.0,2947.0,41631.0,40148.0,1483.0,1483.0,38511.433,1894.1,436.1,245.167,538.6,5.6,41631.0
"Marion, OH Micro Area",65359.0,1956.0,63403.0,60845.0,2558.0,2558.0,57335.083,4551.583,437.833,394.45,648.583,35.467,63402.999
"Marquette, MI Micro Area",66017.0,1344.0,64673.0,61434.0,3239.0,3239.0,60632.333,993.75,550.5,499.0,1969.083,28.333,64672.999
"Marshall, MN Micro Area",25269.0,1744.0,23525.0,22832.0,693.0,693.0,20865.917,1014.583,1314.333,120.667,200.75,8.75,23525.0
"Marshall, MO Micro Area",23333.0,2830.0,20503.0,19495.0,1008.0,1008.0,17950.0,1360.833,208.0,303.0,268.833,412.333,20502.999
"Marshalltown, IA Micro Area",40105.0,9140.0,30965.0,29982.0,983.0,983.0,27917.167,916.167,1596.0,164.333,334.167,37.167,30965.001
