,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Rapid City, SD Metro Area",139074.0,6876.0,132198.0,123881.0,8317.0,8317.0,111918.867,2448.117,2309.867,1129.617,14142.167,249.367,132198.002
"Raymondville, TX Micro Area",20164.0,17611.0,2553.0,2493.0,60.0,60.0,1827.6,451.683,167.183,45.917,56.767,3.85,2553.0
"Reading, PA Metro Area",428849.0,99550.0,329299.0,317632.0,11667.0,11667.0,296670.117,20262.783,7156.617,2827.617,2187.867,194.0,329299.001
"Red Bluff, CA Micro Area",65829.0,17938.0,47891.0,44303.0,3588.0,3588.0,43059.867,599.2,1204.533,770.917,2090.7,165.783,47891.0
"Redding, CA Metro Area",182155.0,19730.0,162425.0,149901.0,12524.0,12524.0,142894.8,2558.883,6854.217,2162.583,7392.8,561.717,162425.0
"Red Wing, MN Micro Area",47582.0,1797.0,45785.0,44253.0,1532.0,1532.0,43254.0,864.5,446.333,375.667,799.333,45.167,45785.0
"Reno, NV Metro Area",490596.0,122544.0,368052.0,342486.0,25566.0,25566.0,302861.867,13917.733,32472.067,4997.85,9538.317,4264.167,368052.001
"Rexburg, ID Micro Area",66301.0,6838.0,59463.0,57643.0,1820.0,1820.0,56136.25,842.667,1229.083,421.667,502.333,331.0,59463.0
"Richmond, IN Micro Area",66553.0,2495.0,64058.0,60907.0,3151.0,3151.0,58186.017,3774.6,828.9,568.45,677.35,22.683,64058.0
"Richmond, VA Metro Area",1314434.0,104488.0,1209946.0,1155226.0,54720.0,54720.0,750130.8,371218.35,63108.467,11787.217,12473.367,1227.8,1209946.001
"Richmond-Berea, KY Micro Area",106864.0,3195.0,103669.0,98673.0,4996.0,4996.0,95244.333,4647.5,1603.0,553.333,1156.833,464.0,103668.999
"Rio Grande City-Roma, TX Micro Area",65920.0,64393.0,1527.0,1408.0,119.0,119.0,1219.033,44.25,106.283,131.95,20.033,5.45,1526.999
"Riverside-San Bernardino-Ontario, CA Metro Area",4599839.0,2373208.0,2226631.0,2073319.0,153312.0,153312.0,1418054.433,344398.85,367692.733,37481.667,40082.4,18920.917,2226631.0
"Riverton, WY Micro Area",39234.0,2421.0,36813.0,34898.0,1915.0,1915.0,27486.35,254.4,286.683,306.35,8432.267,46.95,36813.0
"Roanoke, VA Metro Area",315251.0,15863.0,299388.0,286199.0,13189.0,13189.0,243957.3,42212.05,7868.1,2237.483,2932.967,180.1,299388.0
"Roanoke Rapids, NC Micro Area",66093.0,1807.0,64286.0,62468.0,1818.0,1818.0,26569.417,34919.917,388.833,320.417,2046.333,41.083,64286.0
"Rochelle, IL Micro Area",51788.0,5797.0,45991.0,44098.0,1893.0,1893.0,44042.75,759.417,357.167,338.583,478.75,14.333,45991.0
"Rochester, MN Metro Area",226329.0,11302.0,215027.0,206654.0,8373.0,8373.0,187627.8,12391.633,11647.717,1713.883,1496.3,149.667,215027.0
"Rochester, NY Metro Area",1090135.0,88854.0,1001281.0,956450.0,44831.0,44831.0,815076.7,128720.75,38979.45,9606.6,8330.1,567.4,1001281.0
"Rockford, IL Metro Area",338798.0,53832.0,284966.0,269896.0,15070.0,15070.0,226971.083,42371.917,9689.583,2900.033,2861.967,171.417,284966.0
"Rockingham, NC Micro Area",42946.0,3072.0,39874.0,37908.0,1966.0,1966.0,24458.5,13150.417,408.083,246.583,1585.167,25.25,39874.0
"Rockport, TX Micro Area",23830.0,6158.0,17672.0,16772.0,900.0,900.0,16250.233,282.4,537.4,191.9,382.667,27.4,17672.0
"Rock Springs, WY Micro Area",42272.0,6957.0,35315.0,33463.0,1852.0,1852.0,33268.25,480.333,405.583,418.0,643.25,99.583,35314.999
"Rocky Mount, NC Metro Area",143870.0,10028.0,133842.0,129976.0,3866.0,3866.0,65156.3,65092.717,1181.717,797.6,1550.05,63.617,133842.001
"Rolla, MO Micro Area",44638.0,1259.0,43379.0,40956.0,2423.0,2423.0,39122.917,1217.25,1711.5,430.917,863.75,32.667,43379.001
"Rome, GA Metro Area",98584.0,11466.0,87118.0,83560.0,3558.0,3558.0,69407.083,14601.233,1478.65,593.567,987.483,49.983,87117.999
"Roseburg, OR Micro Area",111201.0,6654.0,104547.0,97470.0,7077.0,7077.0,96936.083,637.867,1617.417,1427.133,3609.333,319.167,104547.0
"Roswell, NM Micro Area",65157.0,37097.0,28060.0,26701.0,1359.0,1359.0,25093.95,1067.367,704.417,432.283,720.783,41.2,28060.0
"Ruidoso, NM Micro Area",20269.0,6496.0,13773.0,13119.0,654.0,654.0,12648.067,115.083,156.233,210.9,630.4,12.317,13773.0
"Russellville, AR Micro Area",83644.0,10619.0,73025.0,68706.0,4319.0,4319.0,66848.417,2664.5,1066.417,563.5,1824.917,57.25,73025.001
"Ruston, LA Micro Area",48396.0,1754.0,46642.0,45236.0,1406.0,1406.0,26297.583,18904.0,791.417,204.433,415.917,28.65,46642.0
"Rutland, VT Micro Area",60572.0,1225.0,59347.0,56374.0,2973.0,2973.0,56545.5,680.167,588.083,703.417,799.5,30.333,59347.0
"Sacramento-Roseville-Folsom, CA Metro Area",2397382.0,533221.0,1864161.0,1712767.0,151394.0,151394.0,1221240.85,178427.017,380477.617,27180.083,30159.033,26676.4,1864161.0
"Safford, AZ Micro Area",38533.0,11428.0,27105.0,26281.0,824.0,824.0,20762.833,546.0,227.0,177.333,5342.667,49.167,27105.0
"Saginaw, MI Metro Area",190124.0,16904.0,173220.0,165959.0,7261.0,7261.0,132097.5,35100.75,2703.583,1515.25,1679.833,123.083,173219.999
"St. Cloud, MN Metro Area",199671.0,8167.0,191504.0,185170.0,6334.0,6334.0,168043.25,16315.25,4192.5,1233.25,1582.667,137.083,191504.0
"St. George, UT Metro Area",180279.0,20482.0,159797.0,153981.0,5816.0,5816.0,150190.367,1367.95,2482.533,1189.25,2406.033,2160.867,159797.0
"St. Joseph, MO-KS Metro Area",121467.0,6422.0,115045.0,109243.0,5802.0,5802.0,104166.667,6332.75,1460.5,840.333,1716.0,528.75,115045.0
"St. Louis, MO-IL Metro Area",2820253.0,106269.0,2713984.0,2585965.0,128019.0,128019.0,2042115.983,523469.767,92742.433,24485.983,29197.067,1972.767,2713984.0
"St. Marys, GA Micro Area",54768.0,3658.0,51110.0,48121.0,2989.0,2989.0,38543.1,10064.1,1119.933,522.767,741.433,118.667,51110.0
"St. Marys, PA Micro Area",30990.0,294.0,30696.0,29727.0,969.0,969.0,29930.583,149.25,147.333,224.917,221.5,22.417,30696.0
"Salem, OH Micro Area",101877.0,1752.0,100125.0,96287.0,3838.0,3838.0,95321.75,2561.75,469.5,736.667,996.083,39.25,100125.0
"Salem, OR Metro Area",433353.0,108470.0,324883.0,302639.0,22244.0,22244.0,288884.617,6054.617,11377.367,4354.95,9445.533,4765.917,324883.001
"Salina, KS Micro Area",60038.0,6786.0,53252.0,50113.0,3139.0,3139.0,48258.15,2309.4,1319.9,403.25,889.9,71.4,53252.0
"Salinas, CA Metro Area",439035.0,265321.0,173714.0,159594.0,14120.0,14120.0,126011.633,10455.967,28475.517,3303.483,2844.85,2622.55,173714.0
"Salisbury, MD-DE Metro Area",418046.0,37037.0,381009.0,364463.0,16546.0,16546.0,293749.383,71613.383,8116.683,3335.283,3929.3,264.967,381008.999
"Salt Lake City, UT Metro Area",1257936.0,241610.0,1016326.0,967577.0,48749.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,1016326.001
"San Angelo, TX Metro Area",122888.0,47864.0,75024.0,70990.0,4034.0,4034.0,66251.95,4507.617,2061.867,736.617,1261.283,204.667,75024.001
"San Antonio-New Braunfels, TX Metro Area",2558143.0,1389685.0,1168458.0,1096025.0,72433.0,72433.0,870415.75,177442.75,81664.117,17079.517,16862.0,4993.867,1168458.001
"San Diego-Chula Vista-Carlsbad, CA Metro Area",3298634.0,1119629.0,2179005.0,2011765.0,167240.0,167240.0,1495065.7,163538.867,441590.85,31786.25,27014.183,20009.15,2179005.0
"Sandpoint, ID Micro Area",47110.0,1504.0,45606.0,43352.0,2254.0,2254.0,43450.417,172.667,393.25,643.667,869.583,76.417,45606.001
"Sandusky, OH Micro Area",75622.0,3130.0,72492.0,68553.0,3939.0,3939.0,62927.85,7606.017,610.917,542.767,784.017,20.433,72492.001
"Sanford, NC Micro Area",63285.0,13122.0,50163.0,47900.0,2263.0,2263.0,37025.667,11174.333,798.917,380.917,708.25,74.917,50163.001
"San Francisco-Oakland-Berkeley, CA Metro Area",4749008.0,1086206.0,3662802.0,3408982.0,253820.0,253820.0,1825225.217,351264.05,1363246.0,54396.817,27140.9,41529.017,3662802.001
"San Germán, PR Metro Area",125100.0,123990.0,1110.0,1059.0,51.0,51.0,828.5,110.667,65.833,94.667,9.0,1.333,1110.0
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2000468.0,526598.0,1473870.0,1393768.0,80102.0,80102.0,610778.15,48447.85,780339.45,16639.333,8577.817,9087.4,1473870.0
"San Juan-Bayamón-Caguas, PR Metro Area",2081265.0,2055711.0,25554.0,23902.0,1652.0,1652.0,17138.833,3581.217,2322.633,2098.083,326.2,87.033,25553.999
"San Luis Obispo-Paso Robles, CA Metro Area",282424.0,67921.0,214503.0,200889.0,13614.0,13614.0,189865.567,5182.233,12286.317,3175.483,3260.317,733.083,214503.0
"Santa Cruz-Watsonville, CA Metro Area",270861.0,94299.0,176562.0,163252.0,13310.0,13310.0,151754.683,3801.433,14640.017,3218.267,2472.75,674.85,176562.0
"Santa Fe, NM Metro Area",154823.0,74377.0,80446.0,76230.0,4216.0,4216.0,69832.333,1502.583,2691.85,1650.767,4618.583,149.883,80445.999
"Santa Isabel, PR Micro Area",20281.0,20166.0,115.0,102.0,13.0,13.0,68.5,13.5,14.0,16.0,2.0,1.0,115.0
"Santa Maria-Santa Barbara, CA Metro Area",448229.0,210584.0,237645.0,221242.0,16403.0,16403.0,192267.15,7895.233,28666.167,4115.567,3649.483,1051.4,237645.0
"Santa Rosa-Petaluma, CA Metro Area",488863.0,141438.0,347425.0,322826.0,24599.0,24599.0,297203.15,9093.483,26262.317,5677.417,6673.15,2515.483,347425.0
"Sault Ste. Marie, MI Micro Area",36785.0,757.0,36028.0,33048.0,2980.0,2980.0,25979.783,2718.117,239.533,216.833,6848.617,25.117,36028.0
"Savannah, GA Metro Area",404798.0,30551.0,374247.0,357666.0,16581.0,16581.0,226203.467,126407.433,14043.967,3137.15,3733.133,721.85,374247.0
"Sayre, PA Micro Area",59967.0,873.0,59094.0,56834.0,2260.0,2260.0,56814.2,555.533,532.283,482.333,677.95,31.7,59093.999
"Scottsbluff, NE Micro Area",37893.0,8297.0,29596.0,28487.0,1109.0,1109.0,27897.45,318.783,350.283,282.2,702.083,45.2,29595.999
"Scottsboro, AL Micro Area",52579.0,1681.0,50898.0,47752.0,3146.0,3146.0,46653.517,1873.267,268.017,256.817,1833.517,12.867,50898.002
"Scottsburg, IN Micro Area",24384.0,535.0,23849.0,23090.0,759.0,759.0,23203.5,150.5,122.5,103.0,251.833,17.667,23849.0
"Scranton--Wilkes-Barre, PA Metro Area",567559.0,65746.0,501813.0,484741.0,17072.0,17072.0,457689.367,24543.033,11941.117,4235.25,3137.533,266.7,501813.0
"Searcy, AR Micro Area",76822.0,3499.0,73323.0,69214.0,4109.0,4109.0,66345.667,4139.5,776.5,615.667,1385.833,59.833,73323.0
"Seattle-Tacoma-Bellevue, WA Metro Area",4018762.0,450476.0,3568286.0,3276389.0,291897.0,291897.0,2457599.35,274257.767,673779.05,46837.667,61940.05,53872.117,3568286.001
"Sebastian-Vero Beach, FL Metro Area",159788.0,20832.0,138956.0,133897.0,5059.0,5059.0,119794.333,13801.167,2695.167,1460.667,1109.333,95.333,138956.0
"Sebring-Avon Park, FL Metro Area",101235.0,20943.0,80292.0,77244.0,3048.0,3048.0,66888.0,10014.25,1764.833,706.017,826.0,92.9,80292.0
"Sedalia, MO Micro Area",42980.0,4016.0,38964.0,36796.0,2168.0,2168.0,35807.0,1665.667,381.833,338.833,633.0,137.667,38964.0
"Selinsgrove, PA Micro Area",39736.0,977.0,38759.0,37893.0,866.0,866.0,37407.233,609.15,338.233,167.583,216.233,20.567,38758.999
"Selma, AL Micro Area",38462.0,296.0,38166.0,37426.0,740.0,740.0,10663.9,27088.233,154.0,74.733,162.9,22.233,38165.999
"Seneca, SC Micro Area",78607.0,4384.0,74223.0,70780.0,3443.0,3443.0,66319.333,5676.083,739.917,405.25,1040.333,42.083,74222.999
"Seneca Falls, NY Micro Area",33814.0,1367.0,32447.0,31038.0,1409.0,1409.0,29954.167,1450.0,326.667,271.667,435.0,9.5,32447.001
"Sevierville, TN Micro Area",98380.0,8614.0,89766.0,86260.0,3506.0,3506.0,85511.667,1068.333,1287.167,517.167,1333.167,48.5,89766.001
"Seymour, IN Micro Area",46428.0,6251.0,40177.0,38936.0,1241.0,1241.0,38416.067,608.65,530.15,207.567,403.167,11.4,40177.001
"Shawano, WI Micro Area",45136.0,1312.0,43824.0,42098.0,1726.0,1726.0,35706.25,235.0,210.75,189.917,7468.333,13.75,43824.0
"Shawnee, OK Micro Area",72454.0,4288.0,68166.0,60750.0,7416.0,7416.0,52610.85,2828.183,667.183,400.833,11574.017,84.933,68165.999
"Sheboygan, WI Metro Area",118034.0,8662.0,109372.0,105889.0,3483.0,3483.0,97503.333,2901.0,7220.0,760.167,924.667,62.833,109372.0
"Shelby, NC Micro Area",99519.0,4039.0,95480.0,91623.0,3857.0,3857.0,71918.75,20865.417,1019.75,547.0,1091.0,38.083,95480.0
"Shelbyville, TN Micro Area",50237.0,7665.0,42572.0,40679.0,1893.0,1893.0,37397.0,3924.333,405.833,276.167,541.167,27.5,42572.0
"Shelton, WA Micro Area",65726.0,7595.0,58131.0,53634.0,4497.0,4497.0,51674.767,953.433,1217.783,846.35,3037.733,400.933,58130.999
"Sheridan, WY Micro Area",30921.0,1416.0,29505.0,28266.0,1239.0,1239.0,28113.5,171.5,257.0,317.0,609.833,36.167,29505.0
"Sherman-Denison, TX Metro Area",135543.0,20868.0,114675.0,106899.0,7776.0,7776.0,98937.833,8348.333,2251.333,905.833,4119.417,112.25,114674.999
"Show Low, AZ Micro Area",106717.0,10887.0,95830.0,92880.0,2950.0,2950.0,46072.95,915.45,701.95,454.75,47546.283,138.617,95830.0
"Shreveport-Bossier City, LA Metro Area",393406.0,19380.0,374026.0,359024.0,15002.0,15002.0,202287.633,157125.517,6712.633,2712.017,4781.1,407.1,374026.0
"Sidney, OH Micro Area",48230.0,787.0,47443.0,45654.0,1789.0,1789.0,44915.833,1219.5,513.583,337.083,396.417,60.583,47442.999
"Sierra Vista-Douglas, AZ Metro Area",125447.0,42615.0,82832.0,77122.0,5710.0,5710.0,70861.233,5076.9,3225.033,1333.367,1753.067,582.4,82832.0
"Sikeston, MO Micro Area",38059.0,935.0,37124.0,35403.0,1721.0,1721.0,31412.933,4743.517,183.85,253.833,520.85,9.017,37124.0
"Silver City, NM Micro Area",28185.0,13466.0,14719.0,14008.0,711.0,711.0,13451.917,297.083,233.417,281.833,420.25,34.5,14719.0
"Sioux City, IA-NE-SD Metro Area",149940.0,29014.0,120926.0,115727.0,5199.0,5199.0,103640.85,7828.35,4186.433,881.75,3497.85,890.767,120926.0
"Sioux Falls, SD Metro Area",276730.0,14137.0,262593.0,251876.0,10717.0,10717.0,232610.433,14201.433,6431.85,1689.917,7460.35,199.017,262593.0
"Snyder, TX Micro Area",16932.0,7139.0,9793.0,9410.0,383.0,383.0,8819.033,653.033,99.533,61.2,153.033,7.167,9792.999
"Somerset, KY Micro Area",65034.0,1877.0,63157.0,61033.0,2124.0,2124.0,60628.5,931.5,498.917,321.25,758.083,18.75,63157.0
"Somerset, PA Micro Area",74129.0,1037.0,73092.0,71284.0,1808.0,1808.0,69923.083,1997.083,274.0,418.0,465.083,14.75,73091.999
"Sonora, CA Micro Area",55620.0,7124.0,48496.0,45220.0,3276.0,3276.0,43792.95,1133.867,1052.617,735.583,1560.2,220.783,48496.0
"South Bend-Mishawaka, IN-MI Metro Area",324501.0,28737.0,295764.0,279491.0,16273.0,16273.0,239455.633,41147.683,7988.633,3021.55,3858.767,291.733,295763.999
"Spartanburg, SC Metro Area",327997.0,27732.0,300265.0,288172.0,12093.0,12093.0,219951.483,66107.4,8974.733,1881.883,3070.983,278.517,300264.999
"Spearfish, SD Micro Area",25768.0,922.0,24846.0,23814.0,1032.0,1032.0,23436.25,188.417,247.917,186.333,765.583,21.5,24846.0
"Spencer, IA Micro Area",16384.0,704.0,15680.0,15280.0,400.0,400.0,15221.833,140.667,133.333,71.5,109.833,2.833,15679.999
"Spirit Lake, IA Micro Area",17703.0,406.0,17297.0,16905.0,392.0,392.0,16900.0,99.0,106.5,101.667,79.167,10.667,17297.001
"Spokane-Spokane Valley, WA Metro Area",585784.0,37035.0,548749.0,510477.0,38272.0,38272.0,488444.3,14443.2,16924.233,6750.167,16863.033,5324.067,548749.0
"Springfield, IL Metro Area",208640.0,5469.0,203171.0,193260.0,9911.0,9911.0,166564.667,27941.667,4897.667,1624.917,2008.75,133.333,203171.001
"Springfield, MA Metro Area",699162.0,136533.0,562629.0,537103.0,25526.0,25526.0,479090.3,45319.3,26704.45,6473.167,4553.6,488.183,562629.0
"Springfield, MO Metro Area",475432.0,19305.0,456127.0,428426.0,27701.0,27701.0,418857.75,14088.083,8690.167,3954.65,9783.85,752.5,456127.0
"Springfield, OH Metro Area",136001.0,5313.0,130688.0,123709.0,6979.0,6979.0,113082.667,13683.033,1166.7,991.2,1615.867,148.533,130688.0
"Starkville, MS Micro Area",61714.0,1423.0,60291.0,58814.0,1477.0,1477.0,37577.667,20281.5,1648.583,370.75,393.167,19.333,60291.0
"State College, PA Metro Area",158172.0,5651.0,152521.0,147102.0,5419.0,5419.0,132172.7,5836.533,12299.7,1223.667,812.367,176.033,152521.0
"Statesboro, GA Micro Area",81099.0,4180.0,76919.0,74240.0,2679.0,2679.0,50880.333,23339.25,1500.833,422.5,674.333,101.75,76918.999
"Staunton, VA Metro Area",125433.0,5761.0,119672.0,114754.0,4918.0,4918.0,106729.233,9546.483,1299.9,811.067,1192.567,92.75,119672.0
"Steamboat Springs, CO Micro Area",24829.0,2200.0,22629.0,21758.0,871.0,871.0,21665.833,191.417,257.667,252.0,207.25,54.833,22629.0
"Stephenville, TX Micro Area",42545.0,9254.0,33291.0,31880.0,1411.0,1411.0,30657.833,1337.75,426.0,236.167,596.833,36.417,33291.0
"Sterling, CO Micro Area",21528.0,3511.0,18017.0,17439.0,578.0,578.0,16609.167,796.833,165.083,128.833,294.083,23.0,18016.999
"Sterling, IL Micro Area",55691.0,7131.0,48560.0,46606.0,1954.0,1954.0,46293.167,1010.417,386.167,476.583,374.917,18.75,48560.001
"Stevens Point, WI Micro Area",70377.0,2620.0,67757.0,65767.0,1990.0,1990.0,63168.25,1109.583,2452.583,403.583,575.333,47.667,67756.999
"Stillwater, OK Micro Area",81646.0,5373.0,76273.0,68673.0,7600.0,7600.0,62554.333,3760.75,3077.417,559.417,6211.167,109.917,76273.001
"Stockton, CA Metro Area",779233.0,325725.0,453508.0,419416.0,34092.0,34092.0,229185.5,61581.75,141906.083,6605.733,7555.833,6673.1,453507.999
"Storm Lake, IA Micro Area",20823.0,5925.0,14898.0,14546.0,352.0,352.0,11542.667,592.667,1932.5,125.667,82.0,622.5,14898.001
"Sturgis, MI Micro Area",60939.0,5427.0,55512.0,52763.0,2749.0,2749.0,52002.417,1755.417,536.667,586.917,605.583,25.0,55512.001
"Sulphur Springs, TX Micro Area",36787.0,6484.0,30303.0,28913.0,1390.0,1390.0,26641.333,2557.75,323.75,201.583,552.583,26.0,30302.999
"Summerville, GA Micro Area",24965.0,1297.0,23668.0,22698.0,970.0,970.0,20545.1,2605.267,114.517,135.283,263.267,4.567,23668.001
"Sumter, SC Metro Area",136700.0,5209.0,131491.0,126675.0,4816.0,4816.0,63802.75,63435.167,2033.583,758.833,1296.35,164.317,131491.0
"Sunbury, PA Micro Area",91647.0,4151.0,87496.0,84858.0,2638.0,2638.0,82952.2,2734.533,580.617,528.117,655.367,45.167,87496.001
"Susanville, CA Micro Area",32730.0,7531.0,25199.0,23614.0,1585.0,1585.0,20217.2,2333.2,655.95,280.95,1322.533,389.167,25199.0
"Sweetwater, TX Micro Area",14738.0,5354.0,9384.0,8952.0,432.0,432.0,8333.25,691.917,108.25,69.917,176.333,4.333,9384.0
"Syracuse, NY Metro Area",662057.0,31861.0,630196.0,598881.0,31315.0,31315.0,528467.117,62214.15,23756.233,6299.65,9060.633,398.217,630196.0
"Tahlequah, OK Micro Area",47078.0,3437.0,43641.0,36963.0,6678.0,6678.0,23369.083,815.083,395.917,230.167,18795.583,35.167,43641.0
"Talladega-Sylacauga, AL Micro Area",82149.0,1779.0,80370.0,77884.0,2486.0,2486.0,51862.633,26855.55,478.3,363.033,763.05,47.433,80369.999
"Tallahassee, FL Metro Area",384298.0,30242.0,354056.0,339367.0,14689.0,14689.0,212720.6,122399.067,12323.717,2824.983,3439.383,348.25,354056.0
"Tampa-St. Petersburg-Clearwater, FL Metro Area",3175275.0,652022.0,2523253.0,2395243.0,128010.0,128010.0,1945871.933,378481.567,136644.2,33512.733,25094.95,3647.617,2523253.0
"Taos, NM Micro Area",34489.0,17430.0,17059.0,16140.0,919.0,919.0,14126.5,203.95,267.867,412.7,2019.45,28.533,17059.0
"Taylorville, IL Micro Area",34032.0,1094.0,32938.0,31905.0,1033.0,1033.0,31726.667,475.5,222.667,204.5,301.5,7.167,32938.001
"Terre Haute, IN Metro Area",185031.0,4426.0,180605.0,173667.0,6938.0,6938.0,165219.1,9439.517,2569.6,1337.833,1931.35,107.6,180605.0
"Texarkana, TX-AR Metro Area",147519.0,9594.0,137925.0,131051.0,6874.0,6874.0,95215.183,37432.767,1548.517,964.683,2628.1,135.75,137925.0
"The Dalles, OR Micro Area",26670.0,5017.0,21653.0,20344.0,1309.0,1309.0,19318.017,179.933,340.933,272.167,1300.183,241.767,21653.0
"The Villages, FL Metro Area",129752.0,7583.0,122169.0,119426.0,2743.0,2743.0,110516.817,8620.4,1379.15,702.083,887.15,63.4,122169.0
"Thomaston, GA Micro Area",27700.0,633.0,27067.0,26181.0,886.0,886.0,18424.333,8040.75,187.083,156.417,251.5,6.917,27067.0
"Thomasville, GA Micro Area",45798.0,1577.0,44221.0,42942.0,1279.0,1279.0,26562.583,16525.917,465.583,212.833,436.917,17.167,44221.0
"Tiffin, OH Micro Area",55069.0,2899.0,52170.0,50146.0,2024.0,2024.0,49183.983,1702.65,453.583,323.4,461.483,44.9,52169.999
"Tifton, GA Micro Area",41344.0,5219.0,36125.0,35037.0,1088.0,1088.0,22687.833,12307.167,715.5,156.667,254.333,3.5,36125.0
"Toccoa, GA Micro Area",26784.0,857.0,25927.0,24642.0,1285.0,1285.0,21922.0,3180.167,264.083,169.75,373.917,17.083,25927.0
"Toledo, OH Metro Area",646604.0,46297.0,600307.0,571447.0,28860.0,28860.0,483932.917,93209.1,11861.517,5191.517,5814.083,297.867,600307.001
"Topeka, KS Metro Area",233152.0,25832.0,207320.0,193840.0,13480.0,13480.0,179901.733,16232.9,3236.567,1553.5,6065.9,329.4,207320.0
"Torrington, CT Micro Area",185186.0,14580.0,170606.0,163254.0,7352.0,7352.0,159081.383,3766.05,4002.133,2238.167,1410.55,107.717,170606.0
"Traverse City, MI Micro Area",153448.0,4673.0,148775.0,142511.0,6264.0,6264.0,141466.75,1196.0,1414.317,1363.333,3216.667,117.933,148775.0
"Trenton-Princeton, NJ Metro Area",387340.0,84177.0,303163.0,291686.0,11477.0,11477.0,173300.75,74714.583,50136.55,3247.717,1502.417,260.983,303163.0
"Troy, AL Micro Area",33009.0,905.0,32104.0,30976.0,1128.0,1128.0,18539.917,12323.417,648.083,161.833,410.083,20.667,32104.0
"Truckee-Grass Valley, CA Micro Area",102241.0,10416.0,91825.0,86028.0,5797.0,5797.0,85590.6,674.35,2002.683,1373.85,1919.333,264.183,91824.999
"Tucson, AZ Metro Area",1043433.0,372788.0,670645.0,633230.0,37415.0,37415.0,553818.867,41051.783,35262.867,8568.333,29239.533,2703.617,670645.0
"Tullahoma-Manchester, TN Micro Area",107124.0,4862.0,102262.0,97748.0,4514.0,4514.0,94019.65,4816.65,1176.65,742.45,1423.117,83.483,102262.0
"Tulsa, OK Metro Area",1015331.0,118902.0,896429.0,789185.0,107244.0,107244.0,647791.633,89480.217,31859.383,6792.217,118779.133,1726.417,896429.0
"Tupelo, MS Micro Area",163398.0,5665.0,157733.0,153257.0,4476.0,4476.0,120082.233,34392.567,1279.083,682.317,1239.733,57.067,157733.0
"Tuscaloosa, AL Metro Area",268674.0,13561.0,255113.0,247733.0,7380.0,7380.0,155524.567,92177.067,3883.567,1336.283,2026.65,164.867,255113.001
"Twin Falls, ID Metro Area",114283.0,24386.0,89897.0,86034.0,3863.0,3863.0,84192.117,1276.45,1846.783,842.667,1436.617,302.367,89897.001
"Tyler, TX Metro Area",233479.0,47281.0,186198.0,178102.0,8096.0,8096.0,138202.833,39287.417,4630.0,1343.583,2589.417,144.75,186198.0
"Ukiah, CA Micro Area",91601.0,23933.0,67668.0,62772.0,4896.0,4896.0,58497.433,911.6,2142.433,1171.017,4736.483,209.033,67667.999
"Union, SC Micro Area",27244.0,438.0,26806.0,25900.0,906.0,906.0,17678.483,8694.65,108.317,99.867,209.067,15.617,26806.001
"Union City, TN Micro Area",30787.0,1574.0,29213.0,28093.0,1120.0,1120.0,25264.917,3379.417,128.5,153.667,278.583,7.917,29213.001
"Urbana, OH Micro Area",38714.0,648.0,38066.0,36347.0,1719.0,1719.0,36131.183,970.35,188.017,268.267,488.5,19.683,38066.0
"Urban Honolulu, HI Metro Area",1016508.0,92322.0,924186.0,725649.0,198537.0,198537.0,236649.867,24951.267,499031.617,5551.567,6873.383,151128.3,924186.001
"Utica-Rome, NY Metro Area",292264.0,16721.0,275543.0,263759.0,11784.0,11784.0,241202.083,17559.667,11643.333,2636.633,2319.833,181.45,275542.999
"Uvalde, TX Micro Area",24564.0,17317.0,7247.0,6975.0,272.0,272.0,6737.833,124.167,168.0,111.5,91.0,14.5,7247.0
"Valdosta, GA Metro Area",148126.0,10490.0,137636.0,132325.0,5311.0,5311.0,79574.767,53085.85,2495.183,930.867,1332.767,216.567,137636.001
"Vallejo, CA Metro Area",453491.0,128155.0,325336.0,294516.0,30820.0,30820.0,167102.133,65124.633,77859.05,4880.15,4746.817,5623.217,325336.0
"Van Wert, OH Micro Area",28931.0,1097.0,27834.0,26941.0,893.0,893.0,26892.917,393.167,132.25,167.75,225.833,22.083,27834.0
"Vermillion, SD Micro Area",14967.0,458.0,14509.0,13845.0,664.0,664.0,12979.95,316.783,407.7,87.867,710.417,6.283,14509.0
"Vernal, UT Micro Area",35620.0,2834.0,32786.0,31463.0,1323.0,1323.0,29348.183,167.683,245.233,250.117,2632.933,141.85,32785.999
"Vernon, TX Micro Area",12887.0,3734.0,9153.0,8719.0,434.0,434.0,7212.75,1090.417,584.833,64.75,195.75,4.5,9153.0
"Vicksburg, MS Micro Area",44722.0,876.0,43846.0,42729.0,1117.0,1117.0,21402.667,21504.167,450.167,206.167,281.167,1.667,43846.002
"Victoria, TX Metro Area",98331.0,45219.0,53112.0,50971.0,2141.0,2141.0,44590.167,5771.583,1527.333,497.0,676.333,49.583,53111.999
"Vidalia, GA Micro Area",35640.0,3615.0,32025.0,31153.0,872.0,872.0,22082.0,9307.667,271.167,142.833,211.333,10.0,32025.0
