,Unnamed: 0,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state,Location,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
1333,6924,2017-11-15,shot,gun,59,M,White,Elmira,NY,True,attack,Not fleeing,False,-76.802,42.102,True,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,11,2017,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913,"Elmira, NY","Elmira, NY Metro Area",84148.0,2938.0,76435.0,4775.0,71860.767,6005.633,1615.467,804.467,886.3,37.367,1652.834
1334,6995,2021-08-27,shot,gun,53,M,None,Elmira,NY,False,other,Foot,False,-76.827,42.104,True,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,8,2021,3,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913,"Elmira, NY","Elmira, NY Metro Area",84148.0,2938.0,76435.0,4775.0,71860.767,6005.633,1615.467,804.467,886.3,37.367,1652.834
1335,6964,2019-12-21,shot,knife,57,M,White,Ithaca,NY,True,attack,Not fleeing,False,-76.498,42.437,True,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,12,2019,4,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913,"Ithaca, NY","Ithaca, NY Metro Area",105740.0,7077.0,92403.0,6260.0,79670.617,5126.1,11355.367,1415.8,1009.533,85.583,11440.95
1336,6988,2021-04-06,shot,knife,23,M,None,Oneonta,NY,False,other,unknown,False,-75.077,42.445,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,4,2021,2,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913,"Oneonta, NY","Oneonta, NY Micro Area",58524.0,2392.0,53788.0,2344.0,52605.317,1417.317,991.733,570.0,520.9,26.733,1018.4659999999999
1337,6996,2021-09-21,shot,gun,30,F,None,Auburn,NY,False,attack,Not fleeing,False,-76.591,42.934,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,9,2021,3,New York,19654666,19633428,19589572,19530351,19453561,20154933,19835913,"Auburn, NY","Auburn, NY Micro Area",76248.0,2636.0,69950.0,3662.0,68052.917,3358.783,499.45,795.7,822.45,82.7,582.15
1338,7017,2015-12-01,shot,gun,23,M,White,Bangor,ME,False,attack,Foot,False,-68.817,44.789,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,12,2015,4,Maine,1328262,1331317,1334612,1339057,1344212,1362280,1372247,"Bangor, ME","Bangor, ME Metro Area",152199.0,2715.0,143408.0,6076.0,141247.0,1944.083,2260.667,1079.083,2866.583,86.583,2347.25
1339,7056,2015-05-25,shot,knife,36,M,Black,Huntsville,AL,True,attack,Not fleeing,False,-86.564,34.614,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,5,2015,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1340,7079,2016-06-18,shot,toy weapon,34,M,White,Huntsville,AL,False,attack,Not fleeing,True,-86.627,34.736,True,30-34,30-34,25-34,30-34,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1341,7083,2016-09-17,shot,toy weapon,45,M,White,Huntsville,AL,False,attack,Other,True,-86.54,34.659,True,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,9,2016,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1342,7096,2017-07-07,shot,undetermined,15,M,None,Huntsville,AL,False,other,Car,False,-86.612,34.712,True,Under 18,Under 15,Under 18,Under 18,Under 18,undetermined,undetermined,undetermined,undetermined,undetermined,1,7,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1343,7102,2017-09-20,shot,gun,31,M,Black,Huntsville,AL,True,attack,Not fleeing,False,-86.615,34.803,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,9,2017,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1344,7111,2017-11-26,shot,gun,31,M,White,Huntsville,AL,False,attack,Not fleeing,False,-86.527,34.769,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,11,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1345,7121,2018-04-03,shot,gun,49,M,White,Huntsville,AL,True,other,Not fleeing,True,-86.666,34.717,True,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,4,2018,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1346,7130,2019-05-30,shot,gun,32,F,Black,Huntsville,AL,True,attack,Not fleeing,False,-86.608,34.709,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,5,2019,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1347,7152,2020-10-16,shot,gun,57,M,Hispanic,Huntsville,AL,False,attack,Not fleeing,False,-86.572,34.628,True,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,10,2020,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1348,7153,2020-10-17,shot,gun,41,M,White,Huntsville,AL,True,attack,Not fleeing,False,,,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,10,2020,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Huntsville, AL","Huntsville, AL Metro Area",491723.0,32184.0,434612.0,24927.0,324432.05,108130.55,14513.1,3708.05,7947.883,807.367,15320.467
1349,7059,2015-08-20,tasered and shot,unarmed,50,M,White,Tuscaloosa,AL,True,attack,Not fleeing,False,-87.493,33.207,True,45-49,45-49,45-54,45-49,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,1,8,2015,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",268674.0,13561.0,247733.0,7380.0,155524.567,92177.067,3883.567,1336.283,2026.65,164.867,4048.434
1350,7165,2021-04-15,shot,gun,29,M,None,Tuscaloosa,AL,False,attack,Other,True,-87.539,33.166,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,4,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",268674.0,13561.0,247733.0,7380.0,155524.567,92177.067,3883.567,1336.283,2026.65,164.867,4048.434
1351,7070,2016-02-25,shot,pole,56,M,Black,Montgomery,AL,False,undetermined,Not fleeing,True,-86.3,32.367,True,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,other weapon,1,2,2016,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Montgomery, AL","Montgomery, AL Metro Area",386047.0,15734.0,358403.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,10795.05
1352,7117,2018-02-21,shot,gun,21,M,Black,Montgomery,AL,False,attack,Foot,False,-86.33,32.366,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,2,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Montgomery, AL","Montgomery, AL Metro Area",386047.0,15734.0,358403.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,10795.05
1353,7119,2018-03-27,shot,vehicle,33,F,White,Montgomery,AL,False,attack,Car,False,-86.283,32.418,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,3,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Montgomery, AL","Montgomery, AL Metro Area",386047.0,15734.0,358403.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,10795.05
1354,7146,2020-03-08,shot,gun,65,M,None,Montgomery,AL,False,attack,Not fleeing,False,-86.196,32.343,True,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,1,3,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Montgomery, AL","Montgomery, AL Metro Area",386047.0,15734.0,358403.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,10795.05
1355,7168,2021-05-18,shot,gun,32,M,Black,Montgomery,AL,False,attack,unknown,False,-86.141,32.369,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,5,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Montgomery, AL","Montgomery, AL Metro Area",386047.0,15734.0,358403.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,10795.05
1356,7076,2016-06-04,shot,gun,35,M,Black,Eufaula,AL,False,attack,Other,True,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Eufaula, AL","Eufaula, AL-GA Micro Area",27458.0,1541.0,25301.0,616.0,12546.9,12929.733,131.9,110.167,193.233,5.067,136.967
1357,7078,2016-06-13,shot,gun,18,M,Black,Mobile,AL,False,other,Not fleeing,False,-88.096,30.706,True,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,1,6,2016,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Mobile, AL","Mobile, AL Metro Area",430197.0,13563.0,400640.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,9826.617
1358,7112,2017-12-10,shot,knife,26,M,None,Mobile,AL,False,attack,Not fleeing,False,-88.09,30.638,True,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,12,2017,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Mobile, AL","Mobile, AL Metro Area",430197.0,13563.0,400640.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,9826.617
1359,7116,2018-02-14,shot,gun,41,M,White,Mobile,AL,True,attack,Not fleeing,False,-88.173,30.719,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,2,2018,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Mobile, AL","Mobile, AL Metro Area",430197.0,13563.0,400640.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,9826.617
1360,7158,2021-01-26,tasered and shot,knife,37,M,White,Mobile,AL,False,other,Foot,True,-88.038,30.69,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,1,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Mobile, AL","Mobile, AL Metro Area",430197.0,13563.0,400640.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,9826.617
1361,7159,2021-02-04,shot,gun,18,M,Black,Mobile,AL,False,attack,Not fleeing,False,-88.212,30.689,True,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,1,2,2021,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Mobile, AL","Mobile, AL Metro Area",430197.0,13563.0,400640.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,9826.617
1362,7081,2016-07-07,shot,gun,63,M,Black,Selma,AL,False,attack,Not fleeing,True,-87.033,32.411,True,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,1,7,2016,3,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Selma, AL","Selma, AL Micro Area",38462.0,296.0,37426.0,740.0,10663.9,27088.233,154.0,74.733,162.9,22.233,176.233
1363,7089,2016-12-24,shot,gun,38,M,None,Gadsden,AL,False,attack,Foot,False,-86.019,34.022,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,12,2016,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Gadsden, AL","Gadsden, AL Metro Area",103436.0,4895.0,94282.0,4259.0,79760.817,15725.15,1049.733,546.483,1409.483,49.333,1099.066
1364,7190,2022-06-09,shot,undetermined,32,M,White,Gadsden,AL,True,undetermined,unknown,False,-86.056,34.011,True,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,6,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Gadsden, AL","Gadsden, AL Metro Area",103436.0,4895.0,94282.0,4259.0,79760.817,15725.15,1049.733,546.483,1409.483,49.333,1099.066
1365,7138,2019-12-12,shot,gun,23,M,White,Ozark,AL,True,attack,Not fleeing,False,-85.644,31.454,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,12,2019,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Ozark, AL","Ozark, AL Micro Area",49326.0,3254.0,43773.0,2299.0,33642.283,10502.783,813.283,354.033,676.283,83.333,896.616
1366,7187,2022-05-02,shot,gun,44,M,White,Ozark,AL,False,other,Car,False,-85.644,31.44,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,5,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Ozark, AL","Ozark, AL Micro Area",49326.0,3254.0,43773.0,2299.0,33642.283,10502.783,813.283,354.033,676.283,83.333,896.616
1367,7143,2020-02-10,shot,gun,34,M,White,Albertville,AL,False,attack,Other,True,-86.278,34.221,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,2,2020,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Albertville, AL","Albertville, AL Micro Area",97612.0,15658.0,78283.0,3671.0,76434.283,2666.617,717.533,463.7,1518.7,153.167,870.7
1368,7189,2022-05-05,shot,gun,68,M,None,Albertville,AL,False,other,unknown,False,-86.227,34.289,True,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,1,5,2022,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Albertville, AL","Albertville, AL Micro Area",97612.0,15658.0,78283.0,3671.0,76434.283,2666.617,717.533,463.7,1518.7,153.167,870.7
1369,7150,2020-05-20,shot,gun,45,M,Black,Atmore,AL,False,other,Foot,False,-87.494,31.024,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,5,2020,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Atmore, AL","Atmore, AL Micro Area",36757.0,751.0,34593.0,1413.0,22649.517,11197.517,147.767,124.817,1854.183,32.2,179.96699999999998
1370,7166,2021-04-19,tasered and shot,gun,39,M,Black,Dothan,AL,False,attack,Car,False,-85.379,31.214,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,4,2021,2,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Dothan, AL","Dothan, AL Metro Area",151007.0,6111.0,138939.0,5957.0,104463.7,35793.867,1766.45,841.75,1907.117,123.117,1889.567
1371,7178,2021-10-10,shot,vehicle,50,M,White,Dothan,AL,False,attack,unknown,False,,,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,10,2021,4,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Dothan, AL","Dothan, AL Metro Area",151007.0,6111.0,138939.0,5957.0,104463.7,35793.867,1766.45,841.75,1907.117,123.117,1889.567
1372,7182,2022-02-17,shot,vehicle,47,M,None,Dothan,AL,False,attack,unknown,False,,,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,2,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Dothan, AL","Dothan, AL Metro Area",151007.0,6111.0,138939.0,5957.0,104463.7,35793.867,1766.45,841.75,1907.117,123.117,1889.567
1373,7185,2022-03-12,shot,gun,33,M,White,Decatur,AL,False,attack,Car,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,3,2022,1,Alabama,4852347,4863525,4874486,4887681,4903185,5024803,5039877,"Decatur, AL","Decatur, AL Metro Area",156494.0,13272.0,135076.0,8146.0,116861.867,19542.45,1218.283,919.567,4557.533,122.3,1340.5829999999999
1374,7199,2015-10-12,shot,gun,31,M,White,Brookhaven,MS,False,attack,Not fleeing,False,-90.45,31.591,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,10,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Brookhaven, MS","Brookhaven, MS Micro Area",34907.0,406.0,33791.0,710.0,23310.583,10630.233,197.483,131.4,216.317,14.983,212.466
1375,7200,2015-10-16,shot,undetermined,33,M,Black,Columbus,MS,False,undetermined,Foot,True,-88.41,33.511,True,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,10,2015,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Columbus, MS","Columbus, MS Micro Area",58879.0,1323.0,55998.0,1558.0,30043.75,26229.667,649.083,221.667,380.917,30.917,680.0
1376,7213,2017-03-27,shot,gun,45,M,White,Columbus,MS,False,attack,Car,False,-88.435,33.503,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,3,2017,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Columbus, MS","Columbus, MS Micro Area",58879.0,1323.0,55998.0,1558.0,30043.75,26229.667,649.083,221.667,380.917,30.917,680.0
1377,7222,2017-11-04,shot,gun,24,M,Black,Columbus,MS,False,other,Not fleeing,True,-88.407,33.496,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Columbus, MS","Columbus, MS Micro Area",58879.0,1323.0,55998.0,1558.0,30043.75,26229.667,649.083,221.667,380.917,30.917,680.0
1378,7257,2020-04-01,shot,gun and vehicle,19,M,White,Columbus,MS,False,attack,Car,False,-88.408,33.502,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,4,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Columbus, MS","Columbus, MS Micro Area",58879.0,1323.0,55998.0,1558.0,30043.75,26229.667,649.083,221.667,380.917,30.917,680.0
1379,7207,2016-06-11,shot,gun,27,M,Black,Tupelo,MS,False,attack,Car,False,-88.737,34.252,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,6,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Tupelo, MS","Tupelo, MS Micro Area",163398.0,5665.0,153257.0,4476.0,120082.233,34392.567,1279.083,682.317,1239.733,57.067,1336.15
1380,7208,2016-06-18,shot,unarmed,37,M,Black,Tupelo,MS,False,attack,Foot,False,-88.72,34.245,True,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,6,2016,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Tupelo, MS","Tupelo, MS Micro Area",163398.0,5665.0,153257.0,4476.0,120082.233,34392.567,1279.083,682.317,1239.733,57.067,1336.15
1381,7210,2016-11-25,shot,gun,23,M,Black,Hattiesburg,MS,False,attack,Other,False,-89.266,31.278,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,11,2016,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Hattiesburg, MS","Hattiesburg, MS Metro Area",172231.0,6192.0,160822.0,5217.0,109250.017,51960.1,2329.017,975.033,1380.267,144.567,2473.584
1382,7219,2017-09-22,shot,gun,40,M,White,Hattiesburg,MS,False,attack,Not fleeing,False,,,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,9,2017,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Hattiesburg, MS","Hattiesburg, MS Metro Area",172231.0,6192.0,160822.0,5217.0,109250.017,51960.1,2329.017,975.033,1380.267,144.567,2473.584
1383,7254,2019-12-22,shot,unknown weapon,46,M,Black,Hattiesburg,MS,False,other,Other,False,-89.378,31.321,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,12,2019,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Hattiesburg, MS","Hattiesburg, MS Metro Area",172231.0,6192.0,160822.0,5217.0,109250.017,51960.1,2329.017,975.033,1380.267,144.567,2473.584
1384,7289,2022-07-14,shot,blunt object,45,M,None,Hattiesburg,MS,True,attack,unknown,False,-89.276,31.275,True,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,7,2022,3,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Hattiesburg, MS","Hattiesburg, MS Metro Area",172231.0,6192.0,160822.0,5217.0,109250.017,51960.1,2329.017,975.033,1380.267,144.567,2473.584
1385,7211,2017-01-21,shot,gun,44,M,Black,Greenville,MS,False,attack,Not fleeing,False,-91.05,33.384,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,1,2017,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Greenville, MS","Greenville, MS Micro Area",44922.0,584.0,43523.0,815.0,11521.833,32180.5,326.333,118.833,176.0,14.5,340.833
1386,7236,2018-10-04,shot,knife,25,M,White,Greenville,MS,False,attack,unknown,False,-91.082,33.341,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,10,2018,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Greenville, MS","Greenville, MS Micro Area",44922.0,584.0,43523.0,815.0,11521.833,32180.5,326.333,118.833,176.0,14.5,340.833
1387,7241,2019-03-05,shot,undetermined,31,M,White,Greenville,MS,True,undetermined,unknown,False,-91.141,33.3,True,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,3,2019,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Greenville, MS","Greenville, MS Micro Area",44922.0,584.0,43523.0,815.0,11521.833,32180.5,326.333,118.833,176.0,14.5,340.833
1388,7223,2017-11-05,shot,gun,35,M,White,Meridian,MS,False,attack,Not fleeing,False,-88.705,32.395,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Meridian, MS","Meridian, MS Micro Area",97587.0,1988.0,93316.0,2283.0,50256.283,43141.533,704.283,407.5,1031.033,58.367,762.65
1389,7267,2021-02-02,shot,knife,37,M,None,Meridian,MS,False,other,Foot,False,-88.709,32.37,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,2,2021,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Meridian, MS","Meridian, MS Micro Area",97587.0,1988.0,93316.0,2283.0,50256.283,43141.533,704.283,407.5,1031.033,58.367,762.65
1390,7287,2021-12-31,shot,gun,37,M,None,Meridian,MS,False,attack,Not fleeing,False,,,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,12,2021,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Meridian, MS","Meridian, MS Micro Area",97587.0,1988.0,93316.0,2283.0,50256.283,43141.533,704.283,407.5,1031.033,58.367,762.65
1391,7226,2017-11-15,shot,knife,37,M,Black,Jackson,MS,False,other,Not fleeing,False,-90.194,32.345,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,11,2017,4,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Jackson, MS","Jackson, MS Metro Area",591978.0,16433.0,561885.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,9064.617
1392,7229,2018-01-27,shot,vehicle,21,F,Black,Jackson,MS,False,attack,Car,False,-90.153,32.384,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,1,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Jackson, MS","Jackson, MS Metro Area",591978.0,16433.0,561885.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,9064.617
1393,7231,2018-02-21,shot,gun,37,M,Black,Jackson,MS,False,attack,Foot,False,-90.206,32.302,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,2,2018,1,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Jackson, MS","Jackson, MS Metro Area",591978.0,16433.0,561885.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,9064.617
1394,7233,2018-05-09,shot,gun,33,M,Black,Jackson,MS,False,attack,Not fleeing,False,-90.244,32.254,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,5,2018,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Jackson, MS","Jackson, MS Metro Area",591978.0,16433.0,561885.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,9064.617
1395,7258,2020-04-13,shot,screwdriver,37,M,None,Jackson,MS,False,attack,Foot,False,-90.186,32.311,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,4,2020,2,Mississippi,2988471,2987938,2988510,2981020,2976149,2956870,2949965,"Jackson, MS","Jackson, MS Metro Area",591978.0,16433.0,561885.0,13660.0,275792.783,284713.267,8800.6,2480.65,3493.683,264.017,9064.617
