,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,state_name,PopEstimate2020,PopEstimate2021,city/state
6746,2019-02-09,shot,gun,28,M,Hispanic,Bailey,NC,FALSE,other,Not fleeing,TRUE,-78.017,35.828,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Bailey, NC"
6747,2019-02-13,shot,gun,47,M,White,Apex,NC,FALSE,attack,Not fleeing,FALSE,-78.838,35.716,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Apex, NC"
6748,2019-03-02,shot,sword,33,M,White,Mount Holly,NC,TRUE,other,Not fleeing,FALSE,-81.019,35.336,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Mount Holly, NC"
6749,2019-03-10,shot,gun,44,M,White,Cofield,NC,FALSE,attack,Not fleeing,FALSE,-76.838,36.323,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Cofield, NC"
6750,2019-03-22,shot,gun,45,M,White,Ernul,NC,TRUE,other,Not fleeing,FALSE,-77.069,35.225,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Ernul, NC"
6751,2019-03-25,shot,gun,27,M,Black,Charlotte,NC,TRUE,other,Not fleeing,TRUE,-80.872,35.33,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6752,2019-03-30,shot,unarmed,22,M,White,Watauga County,NC,FALSE,attack,Not fleeing,FALSE,-81.575,36.255,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,North Carolina,10457177,10551162,"Watauga County, NC"
6753,2019-03-30,tasered and shot,gun,30,M,Black,Durham,NC,FALSE,attack,Foot,TRUE,-78.822,36.025,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Durham, NC"
6754,2019-04-20,shot,knife,30,M,White,Raleigh,NC,FALSE,attack,Not fleeing,FALSE,-78.55,35.791,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Raleigh, NC"
6755,2019-04-25,shot,gun,51,M,White,Apex,NC,FALSE,attack,unknown,FALSE,-78.878,35.735,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Apex, NC"
6756,2019-04-30,shot,knife,45,F,White,Welcome,NC,FALSE,other,Not fleeing,FALSE,-80.253,35.912,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Welcome, NC"
6757,2019-05-20,shot,knife,46,M,Hispanic,Archdale,NC,FALSE,attack,Not fleeing,FALSE,-80.037,35.911,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Archdale, NC"
6758,2019-05-29,shot,gun,62,M,White,Wilmington,NC,TRUE,attack,Not fleeing,FALSE,-77.9,34.177,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Wilmington, NC"
6759,2019-06-05,shot,knife,54,M,White,Trinity,NC,TRUE,attack,Not fleeing,FALSE,-79.932,35.864,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Trinity, NC"
6760,2019-07-09,shot,gun,23,M,Black,Greenville,NC,FALSE,attack,Not fleeing,FALSE,-77.431,35.584,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Greenville, NC"
6761,2019-08-02,shot,gun,55,M,Black,Charlotte,NC,TRUE,attack,Not fleeing,FALSE,-80.769,35.356,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6762,2019-08-13,shot,vehicle,20,M,White,Ramseur,NC,FALSE,attack,Car,FALSE,,,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Ramseur, NC"
6763,2019-08-31,shot,gun,37,M,None,Wake County,NC,FALSE,attack,Foot,FALSE,-78.69,35.665,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Wake County, NC"
6764,2019-09-24,shot,gun,67,M,White,Richlands,NC,FALSE,attack,Car,FALSE,-77.561,34.816,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Richlands, NC"
6765,2019-09-24,shot,knife,63,M,None,Sanford,NC,FALSE,other,unknown,FALSE,-79.15,35.465,60-65,60-65,55-65,Over 60,60-70,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Sanford, NC"
6766,2019-10-14,shot,gun,61,M,Black,High Point,NC,FALSE,attack,Not fleeing,FALSE,-79.985,36.036,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"High Point, NC"
6767,2019-10-15,shot,gun,28,M,White,Jamestown,NC,TRUE,attack,Not fleeing,FALSE,-79.935,35.978,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Jamestown, NC"
6768,2019-10-24,shot,gun,53,M,White,Greenville,NC,FALSE,other,Not fleeing,FALSE,-77.334,35.6,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Greenville, NC"
6769,2019-11-06,shot,gun,31,M,Black,Fayetteville,NC,FALSE,attack,Not fleeing,FALSE,-78.934,35.032,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fayetteville, NC"
6770,2019-11-08,shot,gun,38,M,White,Lincolnton,NC,TRUE,attack,Not fleeing,FALSE,-81.202,35.508,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Lincolnton, NC"
6771,2019-11-13,shot,gun,27,M,Black,Wilson,NC,FALSE,attack,Foot,FALSE,-77.912,35.72,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Wilson, NC"
6772,2019-11-15,shot,gun,33,M,Black,Charlotte,NC,FALSE,attack,Not fleeing,FALSE,-80.842,35.225,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6773,2019-11-22,shot,gun,37,M,Black,Elizabethtown,NC,FALSE,attack,Not fleeing,FALSE,-78.61,34.631,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Elizabethtown, NC"
6774,2019-12-17,shot,gun,37,M,White,Wilmington,NC,FALSE,attack,Not fleeing,FALSE,-77.848,34.282,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Wilmington, NC"
6775,2019-12-19,shot,gun,28,M,Black,Lenoir,NC,FALSE,attack,Foot,FALSE,-81.505,35.86,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Lenoir, NC"
6776,2019-12-20,shot,gun,61,M,Black,Winston-Salem,NC,FALSE,attack,Not fleeing,FALSE,-80.214,36.093,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Winston-Salem, NC"
6777,2020-01-06,shot,gun,21,M,White,Asheboro,NC,FALSE,attack,Car,FALSE,-79.757,35.628,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Asheboro, NC"
6778,2020-01-15,shot,gun,50,M,White,Fleetwood,NC,FALSE,attack,Not fleeing,FALSE,-81.531,36.344,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fleetwood, NC"
6779,2020-01-29,shot,unarmed,20,M,Black,Graham,NC,FALSE,attack,Foot,FALSE,-79.386,36.078,18-24,15-19,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,North Carolina,10457177,10551162,"Graham, NC"
6780,2020-01-30,shot,toy weapon,52,M,Black,Raleigh,NC,TRUE,attack,Foot,TRUE,-78.707,35.861,50-54,50-54,45-54,50-54,50-59,unarmed,toy weapon,unarmed,toy weapon,toy weapon,North Carolina,10457177,10551162,"Raleigh, NC"
6781,2020-02-14,shot,gun,58,M,White,Polkton,NC,FALSE,attack,Car,FALSE,-80.25,34.941,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Polkton, NC"
6782,2020-02-23,shot,gun,83,M,None,Jamestown,NC,FALSE,attack,Not fleeing,FALSE,-79.958,35.991,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Jamestown, NC"
6783,2020-03-01,shot,gun,31,M,White,Mocksville,NC,FALSE,attack,unknown,FALSE,-80.592,35.925,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Mocksville, NC"
6784,2020-03-04,shot,gun,73,M,None,Fayetteville,NC,FALSE,attack,Not fleeing,FALSE,-78.939,35.087,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fayetteville, NC"
6785,2020-03-15,shot,gun,38,M,White,High Point,NC,FALSE,attack,unknown,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"High Point, NC"
6786,2020-03-24,shot,gun,45,M,White,WInston Salem,NC,FALSE,attack,Car,FALSE,-80.383,36.03,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"WInston Salem, NC"
6787,2020-03-26,shot,unarmed,32,M,White,Linwood,NC,FALSE,other,Car,FALSE,-80.401,35.752,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,North Carolina,10457177,10551162,"Linwood, NC"
6788,2020-03-31,shot,gun,29,M,White,Asheville,NC,FALSE,attack,Not fleeing,FALSE,-82.549,35.596,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Asheville, NC"
6789,2020-04-15,shot,gun,33,M,None,Hubert,NC,FALSE,attack,Not fleeing,FALSE,-77.203,34.673,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Hubert, NC"
6790,2020-04-24,shot,gun,28,M,None,Lenoir,NC,FALSE,attack,Not fleeing,TRUE,-81.577,35.873,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Lenoir, NC"
6791,2020-05-03,shot,gun,44,M,White,Caldwell County,NC,FALSE,other,Car,TRUE,-82.345,35.802,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Caldwell County, NC"
6792,2020-05-06,shot,knife,47,M,White,Graham,NC,FALSE,attack,Car,FALSE,-79.402,36.071,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Graham, NC"
6793,2020-05-09,shot,gun,27,M,White,Calypso,NC,FALSE,other,Not fleeing,FALSE,-78.102,35.152,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Calypso, NC"
6794,2020-05-13,shot,gun,24,M,Black,Raleigh,NC,FALSE,attack,Foot,FALSE,-78.587,35.79,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Raleigh, NC"
6795,2020-06-18,shot,gun,35,M,White,Maiden,NC,FALSE,attack,Not fleeing,FALSE,-81.094,35.573,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Maiden, NC"
6796,2020-07-24,shot,gun,45,M,Black,Roxboro,NC,TRUE,attack,Not fleeing,FALSE,-79.006,36.39,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Roxboro, NC"
6797,2020-07-26,shot,knife,22,M,White,Mt. Airy,NC,TRUE,attack,Not fleeing,FALSE,-80.618,36.519,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Mt. Airy, NC"
6798,2020-07-28,shot,gun,32,M,None,Canton,NC,FALSE,attack,Not fleeing,FALSE,-82.814,35.536,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Canton, NC"
6799,2020-08-02,shot,gun,38,M,White,Mooresville,NC,TRUE,attack,unknown,FALSE,-80.806,35.565,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Mooresville, NC"
6800,2020-08-10,shot,gun,35,M,White,Robbins,NC,TRUE,other,Foot,FALSE,-79.586,35.433,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Robbins, NC"
6801,2020-08-18,shot,machete,37,M,Black,Cumberland County,NC,TRUE,other,unknown,FALSE,-78.895,34.964,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Cumberland County, NC"
6802,2020-08-18,shot,gun,37,M,White,Pollocksville,NC,FALSE,attack,Not fleeing,FALSE,-77.211,34.968,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Pollocksville, NC"
6803,2020-08-24,shot,gun,31,M,White,Lincoln County,NC,FALSE,attack,Not fleeing,FALSE,-81.208,35.29,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Lincoln County, NC"
6804,2020-09-06,shot,knife,54,M,White,Spruce Pine,NC,TRUE,other,unknown,FALSE,-82.065,35.918,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Spruce Pine, NC"
6805,2020-09-10,shot,gun,37,M,White,Henderson County,NC,FALSE,attack,Not fleeing,FALSE,-82.506,35.377,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Henderson County, NC"
6806,2020-09-10,shot,gun,48,M,White,Fayetteville,NC,FALSE,other,unknown,FALSE,-79.035,35.033,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fayetteville, NC"
6807,2020-10-06,shot,gun,62,M,White,Fayetteville,NC,TRUE,attack,unknown,FALSE,-79.022,34.995,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fayetteville, NC"
6808,2020-11-08,shot,gun,18,M,Black,High Point,NC,FALSE,other,unknown,FALSE,-79.981,35.951,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"High Point, NC"
6809,2020-12-01,shot,gun,28,M,White,Rutherford County,NC,FALSE,attack,Not fleeing,FALSE,-81.948,35.33,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Rutherford County, NC"
6810,2020-12-16,shot,gun,29,M,Black,Concord,NC,FALSE,attack,Foot,FALSE,-80.709,35.367,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Concord, NC"
6811,2021-01-09,shot,toy weapon,46,M,White,Pembroke,NC,FALSE,attack,Not fleeing,FALSE,-79.158,34.705,45-49,45-49,45-54,45-49,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,North Carolina,10457177,10551162,"Pembroke, NC"
6812,2021-02-02,shot,gun,52,M,White,Franklinton,NC,FALSE,other,Not fleeing,FALSE,-78.572,36.182,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Franklinton, NC"
6813,2021-02-04,shot,gun,34,M,Asian,High Point,NC,FALSE,attack,Not fleeing,FALSE,-80.042,35.931,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"High Point, NC"
6814,2021-02-08,shot,gun,33,F,White,Gastonia,NC,FALSE,other,unknown,TRUE,-81.208,35.247,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Gastonia, NC"
6815,2021-02-17,shot,gun,28,M,White,Salisbury,NC,FALSE,attack,Foot,FALSE,,,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Salisbury, NC"
6816,2021-02-22,shot,gun,30,M,White,McDowell County,NC,FALSE,attack,unknown,FALSE,-82.084,35.698,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"McDowell County, NC"
6817,2021-03-23,shot,undetermined,32,M,Black,Charlotte,NC,FALSE,undetermined,Not fleeing,FALSE,,,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,North Carolina,10457177,10551162,"Charlotte, NC"
6818,2021-04-02,shot,gun,37,M,None,Hurdle Mills,NC,FALSE,attack,Not fleeing,FALSE,-79.013,36.291,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Hurdle Mills, NC"
6819,2021-04-21,shot,undetermined,42,M,Black,Elizabeth City,NC,FALSE,undetermined,Car,TRUE,-76.226,36.29,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,North Carolina,10457177,10551162,"Elizabeth City, NC"
6820,2021-05-22,shot,gun and knife,37,M,White,Churchland,NC,FALSE,attack,unknown,FALSE,-80.954,35.602,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Churchland, NC"
6821,2021-06-16,shot,undetermined,44,M,White,Bessemer City,NC,FALSE,other,Foot,FALSE,-81.279,35.294,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,North Carolina,10457177,10551162,"Bessemer City, NC"
6822,2021-06-20,shot,BB gun,31,M,White,Graham County,NC,FALSE,other,Car,FALSE,-83.768,35.271,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,air/bb/pellet guns,North Carolina,10457177,10551162,"Graham County, NC"
6823,2021-06-24,shot,unknown weapon,48,M,White,Washington,NC,FALSE,other,unknown,FALSE,-77.142,35.579,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Washington, NC"
6824,2021-06-24,shot,gun,54,M,White,Whiteville,NC,FALSE,other,unknown,FALSE,-78.723,34.302,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Whiteville, NC"
6825,2021-07-02,shot,toy weapon,37,M,None,Traphill,NC,FALSE,attack,Not fleeing,FALSE,,,35-39,35-39,35-44,35-39,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,North Carolina,10457177,10551162,"Traphill, NC"
6826,2021-07-04,shot,gun,49,M,Native,Salemburg,NC,FALSE,attack,Other,FALSE,-78.487,35.009,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Salemburg, NC"
6827,2021-08-10,shot,gun,71,M,None,Grantsboro,NC,FALSE,other,Not fleeing,FALSE,-76.894,35.026,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Grantsboro, NC"
6828,2021-08-27,shot,unarmed,41,M,Black,Greensboro,NC,FALSE,attack,Not fleeing,FALSE,-79.793,36.069,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,North Carolina,10457177,10551162,"Greensboro, NC"
6829,2021-10-10,shot,gun,57,M,White,Leland,NC,FALSE,attack,Not fleeing,FALSE,-78.12,34.351,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Leland, NC"
6830,2021-10-14,shot,knife,32,M,Black,Tarboro,NC,TRUE,attack,Not fleeing,TRUE,-77.588,35.883,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Tarboro, NC"
6831,2021-11-05,shot,gun,37,M,Black,Charlotte,NC,FALSE,attack,unknown,FALSE,-80.718,35.205,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6832,2021-11-16,shot,knife,43,M,White,Wilmington,NC,FALSE,attack,Not fleeing,FALSE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Wilmington, NC"
6833,2021-11-18,shot,gun,53,M,Black,Bessemer City,NC,FALSE,other,Other,FALSE,,,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Bessemer City, NC"
6834,2021-11-19,shot,undetermined,29,M,None,Greensboro,NC,FALSE,undetermined,Foot,TRUE,,,25-29,25-29,25-34,25-29,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,North Carolina,10457177,10551162,"Greensboro, NC"
6835,2021-11-28,shot,machete,33,M,White,Winstom-Salem,NC,TRUE,other,Not fleeing,FALSE,,,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Winstom-Salem, NC"
6836,2021-12-14,shot,unknown weapon,45,M,None,Canetuck,NC,FALSE,other,unknown,FALSE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Canetuck, NC"
6837,2021-12-18,shot,knife,37,M,None,Charlotte,NC,FALSE,attack,Not fleeing,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Charlotte, NC"
6838,2022-01-04,shot,gun,28,F,Black,Bahama,NC,FALSE,attack,unknown,FALSE,,,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Bahama, NC"
6839,2022-01-11,shot,knife,43,M,Hispanic,Raleigh,NC,FALSE,other,Not fleeing,TRUE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Raleigh, NC"
6840,2022-01-12,shot,glass shard,51,M,Black,Durham,NC,FALSE,undetermined,unknown,FALSE,,,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Durham, NC"
6841,2022-02-05,shot,vehicle,38,M,White,Lincoln County,NC,FALSE,attack,Car,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Lincoln County, NC"
6842,2022-02-09,shot,gun,23,M,Black,Stovall,NC,TRUE,attack,Foot,FALSE,,,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Stovall, NC"
6843,2022-02-13,shot,unarmed,37,M,None,Concord,NC,FALSE,attack,unknown,FALSE,,,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,North Carolina,10457177,10551162,"Concord, NC"
6844,2022-03-15,shot,undetermined,30,M,Black,Monroe,NC,FALSE,other,Car,FALSE,-80.522,34.987,25-29,25-29,25-34,25-29,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,North Carolina,10457177,10551162,"Monroe, NC"
6845,2022-04-05,shot,gun,67,M,Black,Swan Quarter,NC,FALSE,attack,Not fleeing,FALSE,-76.316,35.423,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Swan Quarter, NC"
6846,2022-05-07,shot,incendiary weapon,37,M,None,Raleigh,NC,FALSE,attack,Not fleeing,TRUE,-78.599,35.746,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Raleigh, NC"
6847,2022-05-29,shot,gun,19,M,Black,King,NC,FALSE,attack,unknown,FALSE,-80.377,36.263,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"King, NC"
6848,2022-05-30,shot,gun,21,M,Asian,Siler City,NC,FALSE,other,unknown,FALSE,-79.479,35.735,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Siler City, NC"
6849,2022-05-31,shot,gun,37,M,Black,Locust,NC,FALSE,attack,Car,FALSE,-80.431,35.295,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Locust, NC"
6850,2022-06-09,shot,gun,40,M,None,Harnett County,NC,TRUE,attack,unknown,FALSE,-78.9,35.359,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Harnett County, NC"
6851,2022-06-12,shot,gun,35,M,Black,Caldwell County,NC,FALSE,attack,unknown,FALSE,-81.53,35.933,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Caldwell County, NC"
6852,2022-06-23,shot,knife,46,M,None,Salisbury,NC,FALSE,other,unknown,TRUE,-80.474,35.671,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,North Carolina,10457177,10551162,"Salisbury, NC"
6853,2022-06-26,shot,gun,45,M,None,Charlotte,NC,FALSE,attack,unknown,FALSE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6854,2022-07-01,shot,gun,22,F,None,Fayetteville,NC,TRUE,other,unknown,FALSE,,,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Fayetteville, NC"
6855,2022-07-20,shot,vehicle,21,M,None,Gastonia,NC,FALSE,attack,unknown,FALSE,,,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Gastonia, NC"
6856,2022-08-01,shot,gun,24,M,None,Green Mountain,NC,FALSE,attack,unknown,FALSE,-82.289,35.993,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Green Mountain, NC"
6857,2022-08-05,shot,gun,37,M,None,Clemmons,NC,FALSE,attack,unknown,FALSE,-80.388,36.05,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Clemmons, NC"
6858,2022-08-19,shot,gun,60,F,None,Charlotte,NC,TRUE,attack,Not fleeing,FALSE,-80.785,35.082,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,North Carolina,10457177,10551162,"Charlotte, NC"
6859,2022-08-21,shot,vehicle,17,M,Black,Greensboro,NC,FALSE,attack,Car,FALSE,-79.872,36.069,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,other weapon,North Carolina,10457177,10551162,"Greensboro, NC"
