,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,state_name,PopEstimate2020,PopEstimate2021,city/state,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
5077,2017-06-12,shot,gun,50,M,White,Trosper,KY,FALSE,attack,Not fleeing,FALSE,-83.823,36.789,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Trosper, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5078,2017-08-27,shot,knife,34,M,White,Sharpsburg,KY,FALSE,attack,Foot,FALSE,-83.865,38.248,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Sharpsburg, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5079,2017-10-08,shot,gun,24,M,Black,Louisville,KY,FALSE,other,Not fleeing,TRUE,-85.705,38.158,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5080,2017-10-13,shot,gun,57,M,White,Wayne County,KY,FALSE,attack,Not fleeing,FALSE,-84.809,36.781,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Wayne County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5081,2017-10-23,shot,gun,31,F,White,Shelbyville,KY,TRUE,other,Not fleeing,TRUE,-85.219,38.191,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Shelbyville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5082,2017-11-01,shot,Unknown,28,M,White,Pippa Passes,KY,FALSE,attack,Car,FALSE,-82.847,37.358,TRUE,25-29,25-29,25-34,25-29,18-29,,,,,,1,Kentucky,4503958,4509394,"Pippa Passes, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5083,2017-11-09,shot,gun,27,M,White,Flatwoods,KY,FALSE,other,Car,FALSE,-82.727,38.518,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Flatwoods, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5084,2017-11-09,shot,unarmed,23,F,White,Flatwoods,KY,FALSE,other,Car,FALSE,-82.727,38.518,TRUE,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,Kentucky,4503958,4509394,"Flatwoods, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5085,2017-11-18,shot,Unknown,18,M,White,Warren County,KY,FALSE,attack,Car,FALSE,-86.545,36.831,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,,,,,,1,Kentucky,4503958,4509394,"Warren County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5086,2018-01-12,shot,gun,39,M,White,Scottsville,KY,FALSE,other,Not fleeing,FALSE,-86.398,36.705,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Scottsville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5087,2018-01-28,shot,gun,45,M,White,London,KY,FALSE,attack,Not fleeing,FALSE,-84.075,37.118,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"London, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5088,2018-02-01,shot,gun,32,M,White,Louisville,KY,FALSE,attack,Not fleeing,FALSE,-85.637,38.189,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5089,2018-02-01,shot,vehicle,38,M,White,Louisville,KY,FALSE,other,Not fleeing,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5090,2018-03-05,shot,gun,35,M,White,Oil Springs,KY,TRUE,attack,Not fleeing,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Oil Springs, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5091,2018-03-19,shot,gun,50,M,Native,Utica,KY,FALSE,attack,Other,FALSE,-87.095,37.68,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Utica, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5092,2018-03-20,shot,gun,32,M,White,Scott County,KY,FALSE,attack,Not fleeing,FALSE,-84.546,38.231,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Scott County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5093,2018-03-28,shot,gun,51,M,White,Elizabethtown,KY,FALSE,attack,Not fleeing,FALSE,-85.904,37.755,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Elizabethtown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5094,2018-04-08,shot,screwdriver,45,M,White,Louisville,KY,TRUE,other,Not fleeing,TRUE,-85.841,38.15,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5095,2018-04-17,shot,Unknown,40,M,White,Cumberland County,KY,FALSE,attack,Car,FALSE,-85.327,36.858,TRUE,35-39,35-39,35-44,35-39,30-39,,,,,,1,Kentucky,4503958,4509394,"Cumberland County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5096,2018-04-22,shot,gun,37,M,Hispanic,Louisville,KY,FALSE,attack,Foot,FALSE,-85.665,38.203,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5097,2018-04-24,shot,gun,27,M,Black,Louisville,KY,FALSE,attack,unknown,TRUE,-85.796,38.27,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5098,2018-04-25,shot,knife,42,M,Black,Louisville,KY,FALSE,attack,Not fleeing,FALSE,-85.816,38.269,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5099,2018-05-20,shot,gun,36,M,White,Baxter,KY,FALSE,other,Foot,FALSE,-83.329,36.863,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Baxter, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5100,2018-07-05,shot,knife,62,M,Asian,Louisville,KY,FALSE,other,Not fleeing,FALSE,-85.762,38.174,TRUE,60-65,60-65,55-65,Over 60,60-70,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5101,2018-09-11,shot,gun,57,M,White,Georgetown,KY,FALSE,attack,unknown,FALSE,-84.535,38.216,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Georgetown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5102,2018-09-17,shot,vehicle,44,M,White,Christian County,KY,FALSE,attack,Car,FALSE,-87.314,37.009,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Christian County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5103,2018-09-24,shot,box cutter,29,M,White,Williamsburg,KY,FALSE,attack,Not fleeing,FALSE,-84.115,36.636,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Williamsburg, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5104,2018-11-23,shot,gun,46,M,White,Bremen,KY,FALSE,attack,Not fleeing,FALSE,-87.219,37.361,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Bremen, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5105,2018-11-28,shot,gun,35,M,White,Louisville,KY,FALSE,attack,unknown,TRUE,-85.572,38.167,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5106,2019-02-11,shot,gun,24,M,Black,Crestwood,KY,FALSE,attack,Car,FALSE,-85.49,38.348,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Crestwood, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5107,2019-03-02,shot,undetermined,35,F,White,Carter County,KY,FALSE,other,Foot,FALSE,-82.894,38.344,TRUE,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Carter County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5108,2019-04-09,shot,gun,33,M,Black,Louisville,KY,FALSE,attack,Not fleeing,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5109,2019-04-24,shot,undetermined,29,M,White,Owingsville,KY,FALSE,attack,Car,FALSE,-83.807,38.089,TRUE,25-29,25-29,25-34,25-29,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Owingsville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5110,2019-05-15,shot,vehicle,30,M,Black,Louisville,KY,FALSE,attack,Car,FALSE,-85.58,38.188,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5111,2019-05-22,shot,vehicle,32,M,None,Montgomery Creek,KY,FALSE,attack,Car,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Montgomery Creek, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5112,2019-06-06,shot,gun,58,M,White,Bonnyman,KY,FALSE,attack,Not fleeing,FALSE,-83.236,37.314,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Bonnyman, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5113,2019-06-27,shot,gun,35,M,White,Wolfe County,KY,FALSE,other,Not fleeing,FALSE,-83.395,37.805,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Wolfe County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5114,2019-08-01,shot,vehicle,54,M,White,Jackson County,KY,FALSE,attack,Car,FALSE,-84.19,37.497,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Jackson County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5115,2019-08-08,shot,gun,52,M,None,Leitchfield,KY,TRUE,attack,Not fleeing,FALSE,-86.294,37.48,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Leitchfield, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5116,2019-08-13,shot,gun,37,M,White,Louisville,KY,FALSE,attack,Not fleeing,FALSE,-85.796,38.242,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5117,2019-08-21,shot,unknown weapon,27,M,White,Nicholasville,KY,FALSE,undetermined,Not fleeing,FALSE,-84.575,37.869,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Nicholasville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5118,2019-10-01,shot,gun,75,M,White,Elkton,KY,FALSE,attack,Not fleeing,FALSE,-87.15,36.809,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Elkton, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5119,2019-11-02,shot,undetermined,42,M,White,Dexter,KY,FALSE,attack,unknown,FALSE,,,TRUE,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Dexter, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5120,2019-11-07,shot,gun,32,M,Black,Louisville,KY,FALSE,attack,unknown,TRUE,-85.805,38.271,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5121,2020-01-28,shot,vehicle,37,M,White,Shelby Gap,KY,FALSE,attack,Not fleeing,FALSE,-82.566,37.233,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Shelby Gap, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5122,2020-03-13,shot,unarmed,26,F,Black,Louisville,KY,FALSE,other,Not fleeing,FALSE,-85.817,38.148,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5123,2020-03-14,shot,gun,30,M,White,Louisville,KY,FALSE,attack,Foot,TRUE,-85.857,38.134,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5124,2020-03-28,shot,gun,49,M,None,Gray,KY,FALSE,attack,Not fleeing,FALSE,-83.941,36.917,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Gray, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5125,2020-03-30,shot,gun,44,M,White,Louisville,KY,FALSE,attack,Not fleeing,TRUE,,,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5126,2020-03-31,shot,knife,37,M,None,Burkesville,KY,FALSE,attack,Car,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Burkesville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5127,2020-04-30,shot,gun,43,M,White,Martin County,KY,FALSE,attack,Car,FALSE,-82.519,37.783,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Martin County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5128,2020-05-23,shot,gun,57,M,None,Bell County,KY,FALSE,other,Car,FALSE,-83.635,36.741,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Bell County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5129,2020-06-01,shot,gun,53,M,Black,Louisville,KY,FALSE,attack,unknown,TRUE,,,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5130,2020-06-27,shot,knife,33,M,White,Hebron,KY,FALSE,attack,unknown,FALSE,-84.696,39.066,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Hebron, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5131,2020-06-29,shot,gun,57,M,White,Paducah,KY,FALSE,attack,Car,FALSE,-88.653,37.061,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Paducah, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5132,2020-07-15,shot,gun,22,M,White,Shepherdsville,KY,TRUE,attack,Not fleeing,FALSE,-85.718,38.005,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Shepherdsville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5133,2020-08-25,shot,gun,30,M,White,Barbourville,KY,FALSE,attack,Not fleeing,FALSE,-83.978,36.94,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Barbourville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5134,2020-08-26,shot,gun,41,M,White,Knox County,KY,FALSE,attack,unknown,FALSE,-83.89,36.926,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Knox County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5135,2020-09-09,shot,gun,47,M,White,McCracken County,KY,FALSE,attack,Car,FALSE,-88.711,37.092,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"McCracken County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5136,2020-10-06,shot,gun,44,M,White,Georgetown,KY,FALSE,attack,Not fleeing,FALSE,-84.669,38.212,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Georgetown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5137,2020-10-17,shot,gun,53,M,White,Muhlenberg County,KY,TRUE,attack,Not fleeing,FALSE,-87.142,37.177,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Muhlenberg County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5138,2020-10-28,shot,undetermined,44,M,White,Trigg County,KY,FALSE,undetermined,unknown,FALSE,-87.88,36.872,TRUE,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Trigg County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5139,2020-11-17,shot,gun,42,M,None,Hart County,KY,FALSE,attack,Other,FALSE,-85.849,37.31,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Hart County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5140,2020-11-22,shot,vehicle,49,M,White,Louisville,KY,FALSE,attack,Car,TRUE,-85.783,38.266,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5141,2021-01-21,shot,knife,34,M,White,Caneyville,KY,FALSE,other,Not fleeing,FALSE,-86.486,37.429,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Caneyville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5142,2021-01-30,shot,vehicle,37,M,None,Shepherdsville,KY,FALSE,attack,Car,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Shepherdsville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5143,2021-02-11,shot,vehicle,44,M,White,Russellville,KY,FALSE,attack,Not fleeing,FALSE,-86.917,36.846,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,Kentucky,4503958,4509394,"Russellville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5144,2021-02-20,shot,gun,57,M,White,Villa Hills,KY,FALSE,attack,Not fleeing,FALSE,-84.575,39.047,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Villa Hills, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5145,2021-02-27,shot,undetermined,48,M,White,Morgan County,KY,FALSE,undetermined,unknown,FALSE,,,TRUE,45-49,45-49,45-54,45-49,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Morgan County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5146,2021-03-29,shot,undetermined,48,M,Black,Mason County,KY,FALSE,attack,Foot,FALSE,,,TRUE,45-49,45-49,45-54,45-49,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Mason County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5147,2021-04-09,shot,gun,31,M,Black,Georgetown,KY,FALSE,other,Foot,FALSE,-84.534,38.224,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Georgetown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5148,2021-05-30,shot,gun,32,M,White,Louisville,KY,FALSE,attack,Foot,FALSE,-85.793,38.195,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5149,2021-06-01,shot,gun,29,M,None,Independence,KY,FALSE,attack,Not fleeing,FALSE,-84.514,38.951,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Independence, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5150,2021-06-17,shot,gun,35,M,White,Covington,KY,TRUE,attack,Not fleeing,FALSE,-84.502,39.054,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Covington, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
