,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,state_name,PopEstimate2020,PopEstimate2021,city/state,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
5151,2021-06-30,shot,gun,33,M,None,Florence,KY,FALSE,attack,Not fleeing,FALSE,-84.624,38.945,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Florence, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5152,2021-07-06,shot,knife,33,M,White,Danville,KY,FALSE,attack,unknown,FALSE,-84.767,37.618,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Danville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5153,2021-09-18,shot,gun,37,M,None,Gallatin County,KY,FALSE,attack,unknown,FALSE,-85.0,38.736,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Gallatin County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5154,2021-09-18,shot,undetermined,37,M,None,Ghent,KY,FALSE,undetermined,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Ghent, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5155,2021-09-29,shot,undetermined,41,M,White,Middlesboro,KY,FALSE,undetermined,unknown,FALSE,-83.714,36.607,TRUE,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Middlesboro, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5156,2021-10-09,shot,undetermined,35,M,White,Middlesboro,KY,FALSE,undetermined,unknown,FALSE,-83.714,36.607,TRUE,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Middlesboro, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5157,2021-10-24,shot,gun,37,M,None,Hopkinsville,KY,FALSE,attack,Foot,FALSE,-87.494,36.859,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Hopkinsville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5158,2021-10-26,shot,gun,37,M,None,Louisville,KY,FALSE,attack,Not fleeing,TRUE,-85.699,38.268,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5159,2021-11-03,shot,undetermined,37,M,None,Grant County,KY,TRUE,undetermined,unknown,FALSE,-84.615,38.6,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Grant County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5160,2021-12-02,shot,undetermined,37,M,None,Floyd County,KY,FALSE,undetermined,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Floyd County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5161,2021-12-07,shot,undetermined,37,M,None,Elizabethtown,KY,FALSE,undetermined,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Elizabethtown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5162,2021-12-11,shot,knife,29,M,Black,Elizabethtown,KY,FALSE,attack,Not fleeing,FALSE,,,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Elizabethtown, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5163,2021-12-11,shot,undetermined,64,M,None,Frankfort,KY,FALSE,undetermined,unknown,FALSE,,,TRUE,60-65,60-65,55-65,Over 60,60-70,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Frankfort, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5164,2022-01-05,shot,gun,53,M,None,Frankfort,KY,FALSE,attack,Not fleeing,FALSE,,,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Frankfort, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5165,2022-02-06,shot,gun,37,M,None,Powell County,KY,FALSE,attack,Not fleeing,FALSE,-83.811,37.811,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Powell County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5166,2022-03-18,shot,knife,29,M,White,Louisville,KY,FALSE,other,Foot,FALSE,-85.731,38.239,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5167,2022-03-27,shot,gun,43,M,White,Lexington,KY,TRUE,attack,Not fleeing,FALSE,-84.462,38.053,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Lexington, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5168,2022-04-11,shot,gun,20,M,Black,Covington,KY,FALSE,other,Not fleeing,TRUE,-84.502,39.07,TRUE,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Covington, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5169,2022-05-16,shot,gun,30,M,White,Benton,KY,FALSE,attack,Not fleeing,FALSE,-88.356,36.866,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Benton, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5170,2022-05-20,shot,undetermined,25,M,Black,Louisville,KY,FALSE,undetermined,unknown,FALSE,-85.812,38.248,TRUE,18-24,20-24,18-24,18-24,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5171,2022-05-31,shot,gun,46,M,White,London,KY,FALSE,other,unknown,FALSE,-84.103,37.047,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"London, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5172,2022-06-28,shot,gun,34,M,None,Louisville,KY,FALSE,attack,unknown,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5173,2022-07-04,shot,gun,37,M,None,Martin County,KY,FALSE,attack,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Martin County, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5174,2022-07-09,shot,gun,31,M,None,Cave City,KY,FALSE,attack,Foot,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Cave City, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5175,2022-08-01,shot,gun,74,F,None,Barbourville,KY,FALSE,other,unknown,FALSE,-83.889,36.866,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Barbourville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5176,2022-09-08,shot,gun,40,M,None,Louisville,KY,FALSE,attack,Not fleeing,FALSE,-84.443,37.886,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Kentucky,4503958,4509394,"Louisville, KY",4505836.0,207854.0,4122619.0,175363.0,3746573.467,389939.7,84659.133,28055.117,43418.033,5336.55,89995.683
5177,2015-01-19,shot,knife,49,M,White,Weymouth,MA,FALSE,attack,Not fleeing,FALSE,-70.932,42.257,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Weymouth, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5178,2015-02-17,shot,toy weapon,30,M,White,Tewksbury,MA,FALSE,attack,Foot,FALSE,-71.284,42.614,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Massachusetts,7022220,6984723,"Tewksbury, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5179,2015-03-27,shot,gun,41,M,Black,Boston,MA,FALSE,attack,Not fleeing,FALSE,-71.089,42.313,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5180,2015-03-27,shot,gun,40,M,White,Webster,MA,FALSE,attack,Foot,FALSE,-71.878,42.056,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Webster, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5181,2015-06-02,shot,knife,26,M,Black,Roslindale,MA,FALSE,other,Not fleeing,FALSE,-71.14,42.276,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Roslindale, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5182,2015-06-19,shot,knife,44,M,Hispanic,Boston,MA,TRUE,other,Foot,FALSE,-71.101,42.351,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5183,2015-07-02,shot,toy weapon,45,M,White,Brockton,MA,TRUE,attack,Not fleeing,FALSE,-71.014,42.053,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Massachusetts,7022220,6984723,"Brockton, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5184,2015-07-13,shot,Unknown,23,M,Hispanic,Lynn,MA,FALSE,attack,Not fleeing,FALSE,-70.944,42.472,TRUE,18-24,20-24,18-24,18-24,18-29,,,,,,1,Massachusetts,7022220,6984723,"Lynn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5185,2015-10-10,shot,Unknown,49,M,White,Beverly,MA,TRUE,attack,Not fleeing,FALSE,-70.889,42.564,TRUE,45-49,45-49,45-54,45-49,40-49,,,,,,1,Massachusetts,7022220,6984723,"Beverly, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5186,2016-01-29,shot,gun,33,M,Black,Lynn,MA,FALSE,attack,Other,FALSE,-70.949,42.465,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Lynn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5187,2016-02-12,shot,gun,29,M,Black,Boston,MA,TRUE,attack,Not fleeing,FALSE,-71.078,42.308,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5188,2016-03-24,shot,knife,44,M,White,Braintree,MA,FALSE,other,Foot,FALSE,-71.033,42.272,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Braintree, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5189,2016-03-26,shot,meat cleaver,39,M,Hispanic,Lowell,MA,TRUE,other,Not fleeing,FALSE,-71.317,42.632,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Lowell, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5190,2016-04-05,shot,knife,52,M,White,West Springfield,MA,TRUE,other,Not fleeing,FALSE,-72.627,42.133,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"West Springfield, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5191,2016-04-21,shot,knife,48,M,Hispanic,Everett,MA,FALSE,other,Not fleeing,FALSE,-71.042,42.403,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Everett, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5192,2016-05-10,shot,knife,28,M,Black,Taunton,MA,TRUE,attack,Not fleeing,FALSE,-71.051,41.863,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Taunton, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5193,2016-05-22,shot,gun,35,M,Hispanic,Oxford,MA,FALSE,attack,Not fleeing,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Oxford, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5194,2016-10-03,shot,gun,57,M,White,Lynn,MA,FALSE,attack,Not fleeing,FALSE,-70.934,42.46,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Lynn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5195,2016-10-12,shot,gun,33,M,Black,Boston,MA,FALSE,attack,Not fleeing,FALSE,-71.005,42.389,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5196,2016-10-30,shot,knife,31,M,Black,Boston,MA,TRUE,other,Not fleeing,FALSE,-71.068,42.344,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5197,2016-11-29,shot,unarmed,41,M,White,Lynn,MA,FALSE,other,Not fleeing,FALSE,-70.955,42.456,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,1,Massachusetts,7022220,6984723,"Lynn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5198,2017-07-23,shot,toy weapon,49,M,White,Spencer,MA,FALSE,attack,Car,FALSE,-72.025,42.289,TRUE,45-49,45-49,45-54,45-49,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Massachusetts,7022220,6984723,"Spencer, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5199,2017-09-01,shot,knife,36,M,White,Pittsfield,MA,TRUE,other,Foot,FALSE,-73.259,42.438,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Pittsfield, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5200,2017-11-12,shot,Unknown,19,M,Hispanic,Fall River,MA,FALSE,other,Car,FALSE,-71.146,41.71,TRUE,18-24,15-19,18-24,18-24,18-29,,,,,,1,Massachusetts,7022220,6984723,"Fall River, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5201,2018-02-03,shot,unarmed,43,M,White,Reading,MA,FALSE,other,Foot,FALSE,-71.106,42.559,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,1,Massachusetts,7022220,6984723,"Reading, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5202,2018-10-19,shot,knife,25,M,White,Brockton,MA,TRUE,other,Not fleeing,FALSE,,,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Brockton, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5203,2018-11-14,shot,gun,59,M,White,Auburn,MA,FALSE,attack,Not fleeing,FALSE,-71.842,42.206,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Auburn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5204,2019-02-22,shot,gun,36,M,Other,Boston,MA,FALSE,attack,Car,FALSE,-71.072,42.329,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5205,2019-06-24,shot,gun,19,M,Black,Boston,MA,FALSE,attack,Car,TRUE,-71.063,42.295,TRUE,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5206,2019-08-03,shot,gun,32,M,Hispanic,Revere,MA,FALSE,attack,Car,FALSE,-71.031,42.413,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Revere, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5207,2019-09-28,shot,gun,36,M,None,Boston,MA,FALSE,attack,Foot,FALSE,-71.106,42.322,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Boston, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5208,2019-11-15,shot,gun,36,M,None,Westborough,MA,FALSE,other,Not fleeing,FALSE,-71.588,42.289,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Westborough, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5209,2020-02-07,shot,toy weapon,41,M,White,Brookline,MA,TRUE,attack,Car,FALSE,,,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Massachusetts,7022220,6984723,"Brookline, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5210,2020-02-16,shot,vehicle,31,M,White,Newbury,MA,FALSE,attack,Car,FALSE,-70.936,42.752,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Massachusetts,7022220,6984723,"Newbury, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5211,2020-04-05,shot,metal pipe/pole,39,M,White,Milford,MA,FALSE,attack,Not fleeing,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Massachusetts,7022220,6984723,"Milford, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5212,2020-11-02,shot,vehicle,39,M,White,Lynn,MA,FALSE,attack,Car,FALSE,-70.963,42.46,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Massachusetts,7022220,6984723,"Lynn, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5213,2020-11-02,tasered and shot,knife,35,M,White,Winchester,MA,FALSE,other,Not fleeing,FALSE,-71.135,42.461,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Winchester, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5214,2020-12-28,shot,knife,28,M,Hispanic,Brockton,MA,FALSE,other,Not fleeing,FALSE,-71.031,42.108,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Brockton, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5215,2021-01-05,shot,knife,28,M,White,Newton,MA,TRUE,other,Not fleeing,FALSE,-71.207,42.321,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Massachusetts,7022220,6984723,"Newton, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5216,2021-03-26,shot,gun,36,M,White,Quincy,MA,FALSE,other,Car,FALSE,-71.005,42.243,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Quincy, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
5217,2021-04-21,shot,gun,31,M,None,Worcester,MA,FALSE,other,Not fleeing,FALSE,-71.77,42.25,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Massachusetts,7022220,6984723,"Worcester, MA",7029917.0,887685.0,5813954.0,328278.0,4880906.7,512941.617,538072.883,172560.167,33794.383,3956.25,542029.133
