,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state
1479,2022-06-05,shot,crossbow,51,M,Hispanic,Lancaster,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Lancaster, CA"
1480,2022-06-18,shot,gun,30,M,None,Fresno,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Fresno, CA"
1481,2022-06-19,shot,sharp object,29,M,None,Vallejo,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Vallejo, CA"
1482,2022-06-19,shot,gun,24,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Los Angeles, CA"
1483,2022-06-21,shot,unarmed,33,M,None,Adelanto,CA,False,other,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Adelanto, CA"
1484,2022-06-21,shot,undetermined,33,M,None,Fontana,CA,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Fontana, CA"
1485,2022-06-22,shot,gun,29,M,None,San Jose,CA,False,attack,Other,False,True,18-29,armed,gun,gun,1,6,2022,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"San Jose, CA"
1486,2022-07-02,shot,gun,30,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Los Angeles, CA"
1487,2022-07-02,shot,pair of scissors,30,F,None,Huntington Park,CA,False,other,Not fleeing,False,True,18-29,,,,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Huntington Park, CA"
1488,2022-07-02,shot,knife,75,M,None,Sacramento,CA,True,other,Not fleeing,True,True,60-75,armed,other weapon,knife/cutting instrument,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Sacramento, CA"
1489,2022-07-04,shot,gun,33,M,None,Wilmington,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Wilmington, CA"
1490,2022-07-05,shot,gun,31,M,Black,Los Angeles,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Los Angeles, CA"
1491,2022-07-07,shot,knife,36,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Los Angeles, CA"
1492,2022-07-09,shot,gun,42,M,None,Long Beach,CA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Long Beach, CA"
1493,2022-07-13,shot,BB gun,33,M,None,Salinas,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,air/bb/pellet guns,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Salinas, CA"
1494,2022-07-14,shot,knife,33,M,None,Ontario,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Ontario, CA"
1495,2022-07-14,shot,undetermined,33,M,None,Modesto,CA,False,undetermined,Not fleeing,True,True,30-44,undetermined,undetermined,undetermined,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Modesto, CA"
1496,2022-07-15,shot,undetermined,27,M,None,Anaheim,CA,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Anaheim, CA"
1497,2022-07-16,shot,gun,23,M,Black,San Bernardino,CA,False,other,Foot,True,True,18-29,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"San Bernardino, CA"
1498,2022-07-22,shot,undetermined,33,M,None,Moreno Valley,CA,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Moreno Valley, CA"
1499,2022-07-22,shot,gun,33,M,None,Los Angeles,CA,False,other,Foot,False,True,30-44,armed,gun,gun,1,7,2022,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836,"Los Angeles, CA"
1500,2015-01-04,shot,nail gun,39,M,Hispanic,Evans,CO,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,1,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Evans, CO"
1501,2015-01-15,shot,gun,39,M,Black,Aurora,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1502,2015-01-25,shot,gun,26,M,Hispanic,Pueblo,CO,False,attack,Car,False,True,18-29,armed,gun,gun,1,1,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pueblo, CO"
1503,2015-01-26,shot,vehicle,17,F,Hispanic,Denver,CO,False,other,Not fleeing,False,True,Under 18,armed,other weapon,other weapon,1,1,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1504,2015-02-10,shot,gun,45,M,White,New Castle,CO,True,attack,Car,False,True,30-44,armed,gun,gun,1,2,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"New Castle, CO"
1505,2015-03-06,shot,unarmed,37,M,Black,Aurora,CO,False,other,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,3,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1506,2015-03-09,shot,gun,46,M,White,Dinosaur,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Dinosaur, CO"
1507,2015-04-15,shot,gun,72,M,White,Cañon City,CO,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,4,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Cañon City, CO"
1508,2015-04-22,shot,gun,39,M,Asian,Eldorado Springs,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Eldorado Springs, CO"
1509,2015-04-24,shot,gun,20,M,Black,Trinidad,CO,False,attack,Foot,True,True,18-29,armed,gun,gun,1,4,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Trinidad, CO"
1510,2015-05-19,shot,gun,17,M,White,Grand Junction,CO,False,attack,Other,False,True,Under 18,armed,gun,gun,1,5,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO"
1511,2015-05-28,shot,gun,32,M,Black,Northglenn,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Northglenn, CO"
1512,2015-06-06,shot,gun,27,M,Hispanic,Strasburg,CO,False,attack,Car,False,True,18-29,armed,gun,gun,1,6,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Strasburg, CO"
1513,2015-06-19,shot,gun,50,M,Hispanic,Greeley,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO"
1514,2015-07-12,shot,knife,35,M,Native,Denver,CO,True,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1515,2015-07-18,shot,knife,22,M,White,Fort Collins,CO,True,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO"
1516,2015-07-27,tasered and shot,hammer,22,M,White,Boulder,CO,False,other,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,7,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO"
1517,2015-08-31,shot,knife,45,M,White,Loveland,CO,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Loveland, CO"
1518,2015-09-11,shot,gun,44,M,White,Broomfield,CO,False,attack,Car,False,True,30-44,armed,gun,gun,1,9,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Broomfield, CO"
1519,2015-09-24,shot,gun,17,M,White,Fountain,CO,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,9,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fountain, CO"
1520,2015-10-31,shot,gun,33,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1521,2015-11-10,shot,gun,36,M,Hispanic,Brighton,CO,False,other,Car,False,True,30-44,armed,gun,gun,1,11,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Brighton, CO"
1522,2015-11-10,shot,toy weapon,63,M,White,Colorado Springs,CO,True,attack,Not fleeing,False,True,60-75,unarmed,unarmed,toy weapon,1,11,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1523,2015-11-22,shot,gun,28,M,Hispanic,Denver,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1524,2015-11-30,shot,undetermined,25,M,Asian,Aurora,CO,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,11,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1525,2015-12-02,shot,gun,35,M,Hispanic,Denver,CO,False,attack,Car,False,True,30-44,armed,gun,gun,1,12,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1526,2015-12-12,shot,unknown weapon,34,M,None,Aurora,CO,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,12,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1527,2015-12-13,shot,gun,32,M,Hispanic,Mountain View,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Mountain View, CO"
1528,2015-12-21,shot,gun,25,M,Black,Aurora,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,12,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1529,2016-01-11,shot,gun,32,M,White,Denver,CO,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1530,2016-01-30,shot,pair of scissors,38,M,Hispanic,Fort Collins,CO,False,other,Not fleeing,False,True,30-44,,,,1,1,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO"
1531,2016-02-22,shot,gun,33,M,Hispanic,Denver,CO,False,attack,Other,False,True,30-44,armed,gun,gun,1,2,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1532,2016-02-24,shot,gun,58,M,White,Bailey,CO,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Bailey, CO"
1533,2016-02-25,shot,gun,37,M,White,Evans,CO,False,attack,Foot,True,True,30-44,armed,gun,gun,1,2,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Evans, CO"
1534,2016-03-10,shot,undetermined,23,M,Hispanic,Colorado City,CO,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,3,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado City, CO"
1535,2016-03-23,shot,gun,51,M,White,Thornton,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Thornton, CO"
1536,2016-03-24,shot,gun and knife,48,M,Hispanic,Pueblo,CO,False,other,Not fleeing,True,True,45-59,armed,gun,gun,1,3,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pueblo, CO"
1537,2016-04-12,shot,unarmed,40,M,White,Denver,CO,False,other,Car,False,True,30-44,unarmed,unarmed,unarmed,1,4,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1538,2016-04-26,shot,gun,28,M,White,Lakewood,CO,False,attack,Foot,False,True,18-29,armed,gun,gun,1,4,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Lakewood, CO"
1539,2016-04-27,shot,gun,21,M,White,Westminster,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1540,2016-05-11,shot,gun,35,M,White,Aurora,CO,False,attack,Car,False,True,30-44,armed,gun,gun,1,5,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1541,2016-05-11,shot,gun,24,M,Black,Greeley,CO,False,attack,Car,False,True,18-29,armed,gun,gun,1,5,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO"
1542,2016-05-22,shot,gun,28,M,White,Boulder,CO,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,5,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO"
1543,2016-06-10,shot,gun,32,M,Hispanic,Pueblo,CO,False,attack,Foot,False,True,30-44,armed,gun,gun,1,6,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pueblo, CO"
1544,2016-06-16,shot,undetermined,30,M,Hispanic,Westminster,CO,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,6,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1545,2016-06-22,shot,gun,25,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1546,2016-06-30,shot,gun,24,M,White,Park County,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Park County, CO"
1547,2016-08-13,shot,gun,53,M,White,Lakewood,CO,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,8,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Lakewood, CO"
1548,2016-08-25,tasered and shot,knife,63,M,None,Fort Collins,CO,False,other,Not fleeing,True,True,60-75,armed,other weapon,knife/cutting instrument,1,8,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO"
1549,2016-08-27,tasered and shot,knife,49,M,None,Denver,CO,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1550,2016-08-31,shot,gun,21,M,White,Denver,CO,False,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1551,2016-09-02,shot,gun,40,M,None,Parker,CO,True,attack,Car,True,True,30-44,armed,gun,gun,1,9,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Parker, CO"
1552,2016-09-04,shot,knife,44,M,Hispanic,Grand Junction,CO,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,9,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO"
1553,2016-09-10,shot,gun,37,M,White,Boulder,CO,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,9,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO"
1554,2016-09-20,shot,gun,49,M,White,Westminster,CO,False,other,Foot,False,True,45-59,armed,gun,gun,1,9,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1555,2016-10-05,shot,machete,28,M,White,Boulder,CO,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,10,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO"
1556,2016-10-23,shot,gun,40,M,Black,Colorado Springs,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1557,2016-11-08,shot,gun,23,M,Hispanic,Denver,CO,False,attack,Other,False,True,18-29,armed,gun,gun,1,11,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1558,2016-11-11,shot,undetermined,24,M,White,Grand Junction,CO,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,11,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO"
1559,2016-11-11,shot,gun,47,M,None,Montrose County,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Montrose County, CO"
1560,2017-01-07,shot,undetermined,31,M,Hispanic,Northglenn,CO,True,other,Not fleeing,False,False,30-44,undetermined,undetermined,undetermined,1,1,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Northglenn, CO"
1561,2017-02-05,shot,undetermined,33,M,Hispanic,Pueblo,CO,False,other,Not fleeing,True,True,30-44,undetermined,undetermined,undetermined,1,2,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pueblo, CO"
1562,2017-02-06,shot,gun,50,M,Black,Commerce City,CO,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Commerce City, CO"
1563,2017-02-21,shot,gun,39,M,Hispanic,Colorado Springs,CO,False,other,Other,False,True,30-44,armed,gun,gun,1,2,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1564,2017-03-03,shot,gun,32,M,White,Englewood,CO,True,other,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Englewood, CO"
1565,2017-03-14,shot,gun,18,M,White,Westminster,CO,False,attack,Not fleeing,False,True,Under 18,armed,gun,gun,1,3,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1566,2017-05-09,shot,gun,40,M,White,Westminster,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1567,2017-05-31,shot,gun,17,M,White,Centennial,CO,False,other,Other,False,True,Under 18,armed,gun,gun,1,5,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Centennial, CO"
1568,2017-06-08,shot,gun,48,M,White,Loveland,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Loveland, CO"
1569,2017-06-30,shot,gun,32,F,None,Denver,CO,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1570,2017-06-30,shot,unarmed,23,M,White,Loveland,CO,False,attack,Foot,False,True,18-29,unarmed,unarmed,unarmed,1,6,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Loveland, CO"
1571,2017-06-30,shot,gun,33,M,Hispanic,Westminster,CO,False,other,Foot,False,True,30-44,armed,gun,gun,1,6,2017,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Westminster, CO"
1572,2017-07-01,shot,knife,19,M,Asian,Fort Collins,CO,True,other,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO"
1573,2017-07-04,shot,gun,34,M,None,Federal Heights,CO,False,undetermined,Not fleeing,False,True,30-44,armed,gun,gun,1,7,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Federal Heights, CO"
1574,2017-07-04,shot,gun,53,M,Native,Pleasant View,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pleasant View, CO"
1575,2017-08-14,shot,toy weapon,45,M,White,Colorado Springs,CO,False,attack,Foot,False,True,30-44,unarmed,unarmed,toy weapon,1,8,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1576,2017-08-21,shot,gun,66,M,White,Colorado City,CO,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,8,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado City, CO"
1577,2017-09-21,shot,undetermined,25,M,Other,Denver,CO,False,other,Car,False,True,18-29,undetermined,undetermined,undetermined,1,9,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1578,2017-09-22,shot,undetermined,34,M,White,Denver,CO,False,other,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,9,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1579,2017-10-01,shot,gun,26,M,White,North Fort Collins,CO,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"North Fort Collins, CO"
1580,2017-10-06,shot,gun,51,M,White,Golden,CO,False,attack,Car,False,True,45-59,armed,gun,gun,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Golden, CO"
1581,2017-10-11,shot,unarmed,44,M,Hispanic,Valdez,CO,False,attack,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Valdez, CO"
1582,2017-10-28,shot,gun and car,40,M,Hispanic,Greeley,CO,False,attack,Car,False,True,30-44,armed,gun,gun,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO"
1583,2017-10-29,shot,gun,50,M,White,Centennial,CO,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Centennial, CO"
1584,2017-11-04,shot,gun,35,M,White,Parker,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Parker, CO"
1585,2017-11-10,shot,gun,25,M,Black,Denver,CO,False,other,Foot,False,True,18-29,armed,gun,gun,1,11,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1586,2017-12-02,shot,gun,33,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1587,2017-12-07,shot,unarmed,19,M,Native,Denver,CO,False,other,Foot,False,True,18-29,unarmed,unarmed,unarmed,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1588,2017-12-13,shot,vehicle,34,M,None,Northglenn,CO,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Northglenn, CO"
1589,2017-12-21,shot,gun,26,M,Hispanic,Greeley,CO,True,other,Foot,False,True,18-29,armed,gun,gun,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO"
1590,2017-12-31,shot,gun,37,M,None,Highlands Ranch,CO,True,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Highlands Ranch, CO"
1591,2018-01-16,tasered and shot,unarmed,27,M,White,Adams County,CO,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,1,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Adams County, CO"
1592,2018-01-22,shot,gun,35,M,Hispanic,Pueblo,CO,False,attack,Other,True,True,30-44,armed,gun,gun,1,1,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Pueblo, CO"
1593,2018-01-31,shot,knife,39,M,Hispanic,Arvada,CO,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Arvada, CO"
1594,2018-02-05,shot,gun,19,M,Hispanic,Colorado Springs,CO,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO"
1595,2018-02-06,shot,knife,29,M,Hispanic,Denver,CO,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1596,2018-02-10,shot,gun,41,M,White,Aurora,CO,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Aurora, CO"
1597,2018-02-13,shot,gun and knife,52,M,Asian,Denver,CO,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Denver, CO"
1598,2018-02-28,shot,unknown weapon,47,M,Hispanic,Alamosa,CO,False,other,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Alamosa, CO"
