,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state
5266,2017-06-02,shot,undetermined,51,M,White,Yulee,FL,False,attack,Car,False,True,45-59,undetermined,undetermined,undetermined,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Yulee, FL"
5267,2017-06-04,shot,gun,27,M,White,Callahan,FL,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Callahan, FL"
5268,2017-06-05,shot,gun,47,M,Black,Miami,FL,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Miami, FL"
5269,2017-06-05,shot,gun,34,M,White,Lakes Wales,FL,False,attack,Other,False,True,30-44,armed,gun,gun,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lakes Wales, FL"
5270,2017-06-09,shot,gun,82,M,White,Miami,FL,True,attack,Not fleeing,False,True,Over 75,armed,gun,gun,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Miami, FL"
5271,2017-06-29,shot,Taser,37,M,Hispanic,Deltona,FL,False,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,6,2017,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Deltona, FL"
5272,2017-07-06,shot,undetermined,35,M,Hispanic,Plant City,FL,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,7,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Plant City, FL"
5273,2017-07-08,shot,knife,23,M,Black,Crescent City,FL,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Crescent City, FL"
5274,2017-07-13,shot,knife,47,M,White,Crystal Springs,FL,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Crystal Springs, FL"
5275,2017-07-25,shot,gun,28,M,White,Jacksonville,FL,False,attack,Car,False,True,18-29,armed,gun,gun,1,7,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Jacksonville, FL"
5276,2017-07-26,shot,knife,62,F,White,Vero Beach,FL,True,attack,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,7,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Vero Beach, FL"
5277,2017-08-14,shot,gun,20,M,White,Jacksonville,FL,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Jacksonville, FL"
5278,2017-08-18,shot,gun,25,M,Black,Jacksonville,FL,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Jacksonville, FL"
5279,2017-08-25,shot,gun,44,M,White,Jacksonville,FL,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Jacksonville, FL"
5280,2017-08-25,shot,gun,28,F,White,Sunrise,FL,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Sunrise, FL"
5281,2017-08-30,shot,unarmed,27,M,Black,Miami,FL,False,other,Foot,False,True,18-29,unarmed,unarmed,unarmed,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Miami, FL"
5282,2017-08-31,shot,gun,54,F,White,Fort Myers,FL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,8,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Fort Myers, FL"
5283,2017-09-05,shot,knife,16,M,White,Kendale Lakes,FL,False,attack,Not fleeing,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Kendale Lakes, FL"
5284,2017-09-15,shot,undetermined,48,M,White,Hallandale Beach,FL,True,attack,Car,False,True,45-59,undetermined,undetermined,undetermined,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Hallandale Beach, FL"
5285,2017-09-22,shot,undetermined,44,M,White,Brooksville,FL,True,attack,Car,False,True,30-44,undetermined,undetermined,undetermined,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Brooksville, FL"
5286,2017-09-25,shot,gun,32,M,Black,Palmetto,FL,False,attack,Foot,False,True,30-44,armed,gun,gun,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Palmetto, FL"
5287,2017-09-27,shot,gun,44,M,White,Spring Hill,FL,False,attack,Car,False,True,30-44,armed,gun,gun,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Spring Hill, FL"
5288,2017-09-30,shot,gun,28,M,Black,Palatka,FL,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,9,2017,3,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Palatka, FL"
5289,2017-10-01,shot,undetermined,24,M,Hispanic,Hialeah,FL,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Hialeah, FL"
5290,2017-10-06,shot,gun,52,M,Hispanic,Miami,FL,False,other,Foot,False,True,45-59,armed,gun,gun,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Miami, FL"
5291,2017-10-06,tasered and shot,knife,35,M,Hispanic,Orlando,FL,True,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Orlando, FL"
5292,2017-10-08,shot,vehicle,22,F,Black,Miami,FL,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Miami, FL"
5293,2017-10-19,shot,gun,34,M,White,Clearwater,FL,True,other,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Clearwater, FL"
5294,2017-10-25,shot,gun,33,M,Black,St. Petersburg,FL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"St. Petersburg, FL"
5295,2017-10-27,shot,machete,46,M,Black,Indiantown,FL,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Indiantown, FL"
5296,2017-11-02,shot,gun,71,M,White,Lakeland,FL,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,11,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lakeland, FL"
5297,2017-11-03,shot,gun and car,53,M,White,Port Orange,FL,False,attack,Car,False,True,45-59,armed,gun,gun,1,11,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Port Orange, FL"
5298,2017-12-06,shot,unarmed,42,M,Black,Lauderdale Lakes,FL,True,attack,Not fleeing,True,True,30-44,unarmed,unarmed,unarmed,1,12,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lauderdale Lakes, FL"
5299,2017-12-06,shot,gun,71,M,None,Coral Springs,FL,True,undetermined,Not fleeing,False,True,60-75,armed,gun,gun,1,12,2017,4,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Coral Springs, FL"
5300,2018-01-01,shot,gun,65,M,White,Edgewater,FL,True,attack,Not fleeing,True,True,60-75,armed,gun,gun,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Edgewater, FL"
5301,2018-01-06,shot,gun,57,M,Hispanic,San Carlos Park,FL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"San Carlos Park, FL"
5302,2018-01-07,shot,gun,38,M,Black,Lauderhill,FL,False,other,Foot,False,True,30-44,armed,gun,gun,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lauderhill, FL"
5303,2018-01-20,shot,gun,46,M,White,Lake Wales,FL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lake Wales, FL"
5304,2018-01-21,shot,undetermined,46,M,White,Rockledge,FL,False,other,Car,False,True,45-59,undetermined,undetermined,undetermined,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Rockledge, FL"
5305,2018-01-23,shot,unarmed,38,M,Black,Bradenton,FL,True,other,Car,False,True,30-44,unarmed,unarmed,unarmed,1,1,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Bradenton, FL"
5306,2018-02-06,shot,unarmed,59,M,White,St. Augustine,FL,False,other,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"St. Augustine, FL"
5307,2018-02-07,tasered and shot,undetermined,22,M,White,Lantana,FL,False,attack,Car,False,True,18-29,undetermined,undetermined,undetermined,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lantana, FL"
5308,2018-02-08,shot,knife,35,M,Hispanic,Grant-Valkaria,FL,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Grant-Valkaria, FL"
5309,2018-02-10,tasered and shot,machete,48,M,Black,Tampa,FL,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Tampa, FL"
5310,2018-02-12,shot,gun,84,M,White,Homestead,FL,True,attack,Not fleeing,False,True,Over 75,armed,gun,gun,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Homestead, FL"
5311,2018-02-16,shot,gun,59,M,White,Cocoa Beach,FL,True,other,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Cocoa Beach, FL"
5312,2018-02-17,shot,undetermined,28,M,White,Hernando,FL,False,other,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Hernando, FL"
5313,2018-02-28,shot,gun,48,M,Black,Orlando,FL,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Orlando, FL"
5314,2018-03-05,shot,knife,44,M,White,Lakeland,FL,True,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lakeland, FL"
5315,2018-03-09,shot,knife,32,F,White,Tarpon Springs,FL,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Tarpon Springs, FL"
5316,2018-03-20,shot,gun,20,M,White,Winter Haven,FL,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Winter Haven, FL"
5317,2018-03-21,shot,gun,25,M,White,Amelia Island,FL,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Amelia Island, FL"
5318,2018-03-23,shot,undetermined,30,M,Black,Largo,FL,False,attack,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Largo, FL"
5319,2018-03-27,shot,unarmed,24,M,White,Midway,FL,True,attack,Other,True,True,18-29,unarmed,unarmed,unarmed,1,3,2018,1,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Midway, FL"
5320,2018-04-01,shot,gun,41,M,Black,Tampa,FL,False,attack,Car,False,True,30-44,armed,gun,gun,1,4,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Tampa, FL"
5321,2018-04-18,shot,gun,31,M,Black,Fort Lauderdale,FL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Fort Lauderdale, FL"
5322,2018-04-20,shot,unarmed,48,M,Black,Orlando,FL,False,other,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,4,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Orlando, FL"
5323,2018-04-28,shot,gun,41,M,White,Casselberry,FL,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Casselberry, FL"
5324,2018-05-07,shot,undetermined,32,M,Hispanic,Orlando,FL,False,attack,Car,False,True,30-44,undetermined,undetermined,undetermined,1,5,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Orlando, FL"
5325,2018-05-15,shot,gun,34,M,White,Lake Mary,FL,False,other,Car,False,True,30-44,armed,gun,gun,1,5,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Lake Mary, FL"
5326,2018-05-24,shot,unarmed,30,M,White,Citra,FL,False,attack,Foot,True,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,Florida,20209042,20613477,20963613,21244317,21477737,21569932,21781128,"Citra, FL"
